SBA Physical Declaration Number,SBA EIDL Declaration Number,FEMA Disaster Number,SBA Disaster Number,Damaged Property City Name,Damaged Property Zip Code,Damaged Property County/Parish Name,Damaged Property State Code,Total Verified Loss,Verified Loss Real Estate,Verified Loss Content,Total Approved Loan Amount,Approved Amount Real Estate,Approved Amount Content
11464,11465,1798,PR-00003,PONCE,00728,PONCE,PR,232657,174997,57660,88400,68700,19700
11464,11465,1798,PR-00003,PONCE,00730,PONCE,PR,120870,100410,20460,49800,42800,7000
11464,11465,1798,PR-00003,PONCE,00731,PONCE,PR,177462,165582,11880,110000,107100,2900
11464,11465,1798,PR-00003,PONCE,00732,PONCE,PR,9948,9948,0,0,0,0
11464,11465,1798,PR-00003,PUNTA SANTIAGO,00741,HUMACAO,PR,204571,166921,37650,115300,92900,22400
11464,11465,1798,PR-00003,RIO BLANCO,00744,NAGUABO,PR,60264,55409,4855,20700,19700,1000
11464,11465,1798,PR-00003,SALINAS,00751,SALINAS,PR,1375346,1113221,262125,530200,450500,79700
11464,11465,1798,PR-00003,SAN LORENZO,00754,SAN LORENZO,PR,131630,120630,11000,32400,30300,2100
11464,11465,1798,PR-00003,SANTA ISABEL,00757,SANTA ISABEL,PR,505997,430117,75880,88200,73200,15000
11464,11465,1798,PR-00003,URB SAN PEDRO,00707,MAUNABO,PR,8101,6951,1150,8200,7000,1200
11464,11465,1798,PR-00003,VILLA UNIVERSITARIA,00784,GUAYAMA,PR,3519,2719,800,0,0,0
11464,11465,1798,PR-00003,VILLALBA,00766,VILLALBA,PR,272333,244803,27530,169800,163400,6400
11464,11465,1798,PR-00003,YABUCOA,00767,YABUCOA,PR,3068627,2434293,634334,1135600,933900,201700
11464,11465,1798,PR-00003,YAUCO,00698,YAUCO,PR,182126,152776,29350,56300,39900,16400
11469,11470,1800,IL-00019,ADDISON,60101,DUPAGE,IL,1789570,1208015,581555,542800,299600,243200
11469,11470,1800,IL-00019,ALSIP,60803,COOK,IL,6187,5787,400,0,0,0
11469,11470,1800,IL-00019,ARLINGTON HEIGHTS,60004,COOK,IL,60519,47894,12625,44600,32000,12600
11469,11470,1800,IL-00019,AURORA,60504,DUPAGE,IL,7211,3461,3750,7300,3500,3800
11469,11470,1800,IL-00019,AURORA,60506,KANE,IL,191631,136026,55605,24700,14600,10100
11469,11470,1800,IL-00019,BARTLETT,60103,COOK,IL,517571,283645,233926,79700,23800,55900
11469,11470,1800,IL-00019,BARTLETT,60103,DUPAGE,IL,204896,123261,81635,18800,16700,2100
11469,11470,1800,IL-00019,BATAVIA,60510,KANE,IL,26757,24757,2000,0,0,0
11469,11470,1800,IL-00019,BEECHER,60401,WILL,IL,63820,55920,7900,0,0,0
11469,11470,1800,IL-00019,BELLWOOD,60104,COOK,IL,357899,222788,135111,128400,55400,73000
11469,11470,1800,IL-00019,BENSENVILLE,60106,DUPAGE,IL,182239,101489,80750,61300,21300,40000
11469,11470,1800,IL-00019,BENSON,61516,WOODFORD,IL,7354,3304,4050,0,0,0
11469,11470,1800,IL-00019,BERKELEY,60163,COOK,IL,56994,39613,17381,18900,18100,800
11469,11470,1800,IL-00019,BLUE ISLAND,60406,COOK,IL,4509,2009,2500,0,0,0
11469,11470,1800,IL-00019,BOLINGBROOK,60440,WILL,IL,7099,6824,275,7100,6900,200
11469,11470,1800,IL-00019,BROADVIEW,60155,COOK,IL,114946,78641,36305,30300,23000,7300
11469,11470,1800,IL-00019,BROOKFIELD,60513,COOK,IL,198042,129182,68860,62100,38400,23700
11469,11470,1800,IL-00019,BURNHAM,60633,COOK,IL,129584,101209,28375,20300,20300,0
11469,11470,1800,IL-00019,CALUMET,60409,COOK,IL,6300,0,6300,0,0,0
11469,11470,1800,IL-00019,CALUMET CITY,60409,COOK,IL,935811,710421,225390,445300,322500,122800
11469,11470,1800,IL-00019,CALUMET PARK,60827,COOK,IL,94697,65117,29580,24900,23000,1900
11469,11470,1800,IL-00019,CAMPTON HILLS,60175,KANE,IL,15059,14384,675,14000,13300,700
11469,11470,1800,IL-00019,CAROL STREAM,60188,DUPAGE,IL,361049,239469,121580,146500,101400,45100
11469,11470,1800,IL-00019,CHICAG,60643,COOK,IL,3429,3279,150,0,0,0
11469,11470,1800,IL-00019,CHICAGO,60104,COOK,IL,7120,7120,0,7200,7200,0
11469,11470,1800,IL-00019,CHICAGO,60605,COOK,IL,28279,28279,0,0,0,0
11469,11470,1800,IL-00019,CHICAGO,60609,COOK,IL,278235,182710,95525,79100,40400,38700
11469,11470,1800,IL-00019,CHICAGO,60612,COOK,IL,33704,30854,2850,22700,20400,2300
11469,11470,1800,IL-00019,CHICAGO,60614,COOK,IL,13310,13310,0,10000,10000,0
11469,11470,1800,IL-00019,CHICAGO,60615,COOK,IL,82845,61945,20900,0,0,0
11469,11470,1800,IL-00019,CHICAGO,60617,COOK,IL,1828350,1304220,524130,1059300,759000,300300
11469,11470,1800,IL-00019,CHICAGO,60619,COOK,IL,1530918,1114774,416144,745700,534300,211400
11469,11470,1800,IL-00019,CHICAGO,60620,COOK,IL,598841,446936,151905,241400,169700,71700
11469,11470,1800,IL-00019,CHICAGO,60621,COOK,IL,233800,160210,73590,140400,112800,27600
11469,11470,1800,IL-00019,CHICAGO,60623,COOK,IL,39668,31093,8575,12300,11700,600
11469,11470,1800,IL-00019,CHICAGO,60624,COOK,IL,25068,20118,4950,22900,17900,5000
11469,11470,1800,IL-00019,CHICAGO,60625,COOK,IL,1635821,1057866,577955,477800,255400,222400
11469,11470,1800,IL-00019,CHICAGO,60628,COOK,IL,935435,733850,201585,504700,380700,124000
11469,11470,1800,IL-00019,CHICAGO,60629,COOK,IL,137392,98652,38740,37200,25700,11500
11469,11470,1800,IL-00019,CHICAGO,60630,COOK,IL,122209,99809,22400,38200,38200,0
11469,11470,1800,IL-00019,CHICAGO,60631,COOK,IL,868875,595175,273700,488100,330000,158100
11469,11470,1800,IL-00019,CHICAGO,60632,COOK,IL,23106,14781,8325,0,0,0
11469,11470,1800,IL-00019,CHICAGO,60633,COOK,IL,64697,52272,12425,62200,49900,12300
11469,11470,1800,IL-00019,CHICAGO,60634,COOK,IL,76940,57395,19545,18100,11900,6200
11469,11470,1800,IL-00019,CHICAGO,60636,COOK,IL,197590,158505,39085,81100,64200,16900
11469,11470,1800,IL-00019,CHICAGO,60637,COOK,IL,49694,47794,1900,32200,30300,1900
11469,11470,1800,IL-00019,CHICAGO,60638,COOK,IL,26021,18321,7700,9800,6600,3200
11469,11470,1800,IL-00019,CHICAGO,60639,COOK,IL,105614,89114,16500,22500,18600,3900
11469,11470,1800,IL-00019,CHICAGO,60641,COOK,IL,22657,16457,6200,0,0,0
11469,11470,1800,IL-00019,CHICAGO,60642,COOK,IL,5754,4554,1200,0,0,0
11469,11470,1800,IL-00019,CHICAGO,60643,COOK,IL,508917,375427,133490,229700,146200,83500
11469,11470,1800,IL-00019,CHICAGO,60644,COOK,IL,96005,71165,24840,29200,19300,9900
11469,11470,1800,IL-00019,CHICAGO,60645,COOK,IL,108632,93907,14725,86700,73300,13400
11469,11470,1800,IL-00019,CHICAGO,60646,COOK,IL,62567,44962,17605,38700,23600,15100
11469,11470,1800,IL-00019,CHICAGO,60647,COOK,IL,12606,12606,0,12400,12400,0
11469,11470,1800,IL-00019,CHICAGO,60649,COOK,IL,455636,347031,108605,150600,124100,26500
11469,11470,1800,IL-00019,CHICAGO,60651,COOK,IL,137976,113666,24310,13000,12400,600
11469,11470,1800,IL-00019,CHICAGO,60652,COOK,IL,399373,291323,108050,243900,176900,67000
11469,11470,1800,IL-00019,CHICAGO,60653,COOK,IL,36564,29614,6950,0,0,0
11469,11470,1800,IL-00019,CHICAGO,60656,COOK,IL,155572,111274,44298,41600,27600,14000
11469,11470,1800,IL-00019,CHICAGO,60659,COOK,IL,93423,67518,25905,21700,15300,6400
11469,11470,1800,IL-00019,CHICAGO HEIGHTS,60411,COOK,IL,188875,157100,31775,14000,14000,0
11469,11470,1800,IL-00019,CHIICAGO,60617,COOK,IL,7369,7369,0,1700,1700,0
11469,11470,1800,IL-00019,CHILLICOTHE,61523,PEORIA,IL,75431,71626,3805,46400,42600,3800
11469,11470,1800,IL-00019,CICERO,60804,COOK,IL,35388,22488,12900,2500,0,2500
11469,11470,1800,IL-00019,COAL,60416,GRUNDY,IL,13322,7022,6300,9200,2900,6300
11469,11470,1800,IL-00019,COUNTRY CLUB HILLS,60478,COOK,IL,131432,101622,29810,54900,49000,5900
11469,11470,1800,IL-00019,CREST HILL,60403,WILL,IL,25359,12709,12650,0,0,0
11469,11470,1800,IL-00019,CRESTWOOD,60445,COOK,IL,1815,1815,0,0,0,0
11469,11470,1800,IL-00019,CRETE,60417,WILL,IL,36494,22124,14370,28300,16600,11700
11469,11470,1800,IL-00019,DEKALB,60115,DEKALB,IL,16663,12563,4100,14000,11100,2900
11469,11470,1800,IL-00019,DES LPAINES,60018,COOK,IL,26124,21874,4250,0,0,0
11469,11470,1800,IL-00019,DES PLAINES,60016,COOK,IL,3018710,1956405,1062305,1284900,876200,408700
11469,11470,1800,IL-00019,DES PLAINES,60018,COOK,IL,1248922,902217,346705,556000,408100,147900
11469,11470,1800,IL-00019,DESPLAINES,60016,COOK,IL,35039,25139,9900,0,0,0
11469,11470,1800,IL-00019,DIXMOOR,60426,COOK,IL,104065,77490,26575,47800,28100,19700
11469,11470,1800,IL-00019,DOLTON,60419,COOK,IL,782698,539703,242995,313200,204400,108800
11469,11470,1800,IL-00019,DOWNERS GROVE,60515,DUPAGE,IL,13522,13522,0,13600,13600,0
11469,11470,1800,IL-00019,DOWNERS GROVE,60516,DUPAGE,IL,7889,7889,0,0,0,0
11469,11470,1800,IL-00019,EARLVILLE,60518,LA SALLE,IL,26641,23441,3200,0,0,0
11469,11470,1800,IL-00019,EAST PEORIA,61611,WOODFORD,IL,72513,50713,21800,68400,46600,21800
11469,11470,1800,IL-00019,EL PASO,61738,WOODFORD,IL,40145,29840,10305,13900,13100,800
11469,11470,1800,IL-00019,ELBURN,60119,KANE,IL,68289,62364,5925,8000,4100,3900
11469,11470,1800,IL-00019,ELGIN,60120,COOK,IL,156125,114175,41950,134300,97300,37000
11469,11470,1800,IL-00019,ELGIN,60120,KANE,IL,25743,22443,3300,9000,5700,3300
11469,11470,1800,IL-00019,ELGIN,60123,KANE,IL,20732,19132,1600,0,0,0
11469,11470,1800,IL-00019,ELGIN,60124,KANE,IL,50643,41033,9610,43100,33500,9600
11469,11470,1800,IL-00019,ELK GROVE VILLAGE,60007,COOK,IL,74078,47983,26095,30700,20300,10400
11469,11470,1800,IL-00019,ELMHURST,60126,DUPAGE,IL,15497,14247,1250,0,0,0
11469,11470,1800,IL-00019,ELMWOOD PARK,60707,COOK,IL,156776,103106,53670,42400,31400,11000
11469,11470,1800,IL-00019,EUREKA,61530,WOODFORD,IL,34281,34281,0,0,0,0
11469,11470,1800,IL-00019,EVANSTON,60201,COOK,IL,19162,12962,6200,14000,11200,2800
11469,11470,1800,IL-00019,EVANSTON,60202,COOK,IL,14421,9521,4900,0,0,0
11469,11470,1800,IL-00019,EVANSTON,60203,COOK,IL,75253,59928,15325,11600,10000,1600
11469,11470,1800,IL-00019,EVERGREEN PARK,60805,COOK,IL,159689,103614,56075,46500,34100,12400
11469,11470,1800,IL-00019,FLOSSMOOR,60422,COOK,IL,185894,164069,21825,60100,56900,3200
11469,11470,1800,IL-00019,FORD HEIGHTS,60411,COOK,IL,74743,36393,38350,3800,0,3800
11469,11470,1800,IL-00019,FOREST PARK,60130,COOK,IL,17146,11056,6090,0,0,0
11469,11470,1800,IL-00019,FRANKFORT,60423,WILL,IL,99154,96879,2275,75500,73700,1800
11469,11470,1800,IL-00019,FRANKLIN PARK,60131,COOK,IL,230114,154039,76075,14000,11400,2600
11469,11470,1800,IL-00019,GENEVA,60134,KANE,IL,98895,55395,43500,71300,34300,37000
11469,11470,1800,IL-00019,GLEN ELLYN,60137,DUPAGE,IL,101769,83369,18400,50000,42000,8000
11469,11470,1800,IL-00019,GLENCOE,60022,COOK,IL,65724,52924,12800,0,0,0
11469,11470,1800,IL-00019,GLENDALE HEIGHTS,60139,DUPAGE,IL,30329,17754,12575,18000,10300,7700
11469,11470,1800,IL-00019,GLENVEIW,60025,COOK,IL,54865,30595,24270,0,0,0
11469,11470,1800,IL-00019,GLENVIEW,60025,COOK,IL,1563599,1065172,498427,476100,246700,229400
11469,11470,1800,IL-00019,GLENVIEW,60026,COOK,IL,36270,21270,15000,0,0,0
11469,11470,1800,IL-00019,GLENWOOD,60425,COOK,IL,272629,188114,84515,104100,80000,24100
11469,11470,1800,IL-00019,HANOVER PARK,60133,COOK,IL,243958,157293,86665,144500,83400,61100
11469,11470,1800,IL-00019,HARVEY,60426,COOK,IL,722028,516523,205505,310200,239400,70800
11469,11470,1800,IL-00019,HARVEY,60438,COOK,IL,14642,12642,2000,0,0,0
11469,11470,1800,IL-00019,HARWOOD HEIGHTS,60706,COOK,IL,13923,11148,2775,0,0,0
11469,11470,1800,IL-00019,HAZEL CREST,60429,COOK,IL,384894,281274,103620,136600,83700,52900
11469,11470,1800,IL-00019,HAZELCREST,60429,COOK,IL,7850,0,7850,7900,0,7900
11469,11470,1800,IL-00019,HICKORY HILLS,60457,COOK,IL,18193,12318,5875,14000,8200,5800
11469,11470,1800,IL-00019,HILLSIDE,60162,COOK,IL,18086,15086,3000,0,0,0
11469,11470,1800,IL-00019,HINCKLEY,60520,DEKALB,IL,34237,27487,6750,11000,4200,6800
11469,11470,1800,IL-00019,HOFFMAN ESTATES,60169,COOK,IL,6544,6544,0,6600,6600,0
11469,11470,1800,IL-00019,HOMER GLEN,60491,WILL,IL,22649,15549,7100,0,0,0
11469,11470,1800,IL-00019,HOMEWOOD,60430,COOK,IL,137690,109265,28425,12900,8800,4100
11469,11470,1800,IL-00019,HOMEWWOD,60430,COOK,IL,35182,28682,6500,0,0,0
11469,11470,1800,IL-00019,ITASCA,60143,DUPAGE,IL,71716,46331,25385,57500,32100,25400
11469,11470,1800,IL-00019,JOLIET,60403,WILL,IL,17645,10295,7350,0,0,0
11469,11470,1800,IL-00019,JOLIET,60432,WILL,IL,4050,0,4050,0,0,0
11469,11470,1800,IL-00019,JOLIET,60433,WILL,IL,23908,22008,1900,23300,21400,1900
11469,11470,1800,IL-00019,JOLIET,60435,WILL,IL,26692,23892,2800,0,0,0
11469,11470,1800,IL-00019,JOLIET,60436,WILL,IL,14758,14523,235,0,0,0
11469,11470,1800,IL-00019,LA GRANGE PARK,60526,COOK,IL,8922,7322,1600,0,0,0
11469,11470,1800,IL-00019,LANSING,60438,COOK,IL,465386,370271,95115,90600,82700,7900
11469,11470,1800,IL-00019,LELAND,60531,LA SALLE,IL,7104,4104,3000,0,0,0
11469,11470,1800,IL-00019,LINCOLNWOOD,60712,COOK,IL,123711,88311,35400,94900,59600,35300
11469,11470,1800,IL-00019,LISLE,60532,DUPAGE,IL,110942,63517,47425,47900,19300,28600
11469,11470,1800,IL-00019,LOCKPORT,60441,WILL,IL,21776,14271,7505,0,0,0
11469,11470,1800,IL-00019,LOMBARD,60148,DUPAGE,IL,137733,84233,53500,73300,42900,30400
11469,11470,1800,IL-00019,LYNWOOD,60411,COOK,IL,377724,256639,121085,89300,57300,32000
11469,11470,1800,IL-00019,LYONS,60534,COOK,IL,37538,18438,19100,37200,18100,19100
11469,11470,1800,IL-00019,MANHATTAN,60442,WILL,IL,13205,8155,5050,0,0,0
11469,11470,1800,IL-00019,MAPLE PARK,60151,DEKALB,IL,77123,46523,30600,0,0,0
11469,11470,1800,IL-00019,MAPLE PARK,60151,KANE,IL,203877,147052,56825,118500,85400,33100
11469,11470,1800,IL-00019,MARKHAM,60428,COOK,IL,224051,187091,36960,53000,44700,8300
11469,11470,1800,IL-00019,MATTESON,60443,COOK,IL,191091,125676,65415,87100,44800,42300
11469,11470,1800,IL-00019,MAYWOOD,60153,COOK,IL,196372,148936,47436,100000,71000,29000
11469,11470,1800,IL-00019,MELROSE PARK,60160,COOK,IL,297229,219214,78015,122800,83000,39800
11469,11470,1800,IL-00019,MELROSE PARK,60164,COOK,IL,160550,116975,43575,36100,19100,17000
11469,11470,1800,IL-00019,MENDOTA,61342,LA SALLE,IL,32143,20378,11765,14000,6900,7100
11469,11470,1800,IL-00019,METAMORA,61548,WOODFORD,IL,206928,163208,43720,66900,44200,22700
11469,11470,1800,IL-00019,MIDLOTHIAN,60445,COOK,IL,13427,9627,3800,9800,6000,3800
11469,11470,1800,IL-00019,MINONK,61760,WOODFORD,IL,1545,1345,200,0,0,0
11469,11470,1800,IL-00019,MINOOKA,60447,WILL,IL,52448,39248,13200,0,0,0
11469,11470,1800,IL-00019,MONEE,60449,WILL,IL,74425,49675,24750,0,0,0
11469,11470,1800,IL-00019,MORRIS,60450,GRUNDY,IL,384298,262188,122110,174800,134800,40000
11469,11470,1800,IL-00019,MORTON GROVE,60053,COOK,IL,694887,444384,250503,379300,205000,174300
11469,11470,1800,IL-00019,MOUNT PROSPECT,60056,COOK,IL,264045,186408,77637,37600,31000,6600
11469,11470,1800,IL-00019,MT PROSPECT,60056,COOK,IL,127376,74001,53375,81300,42200,39100
11469,11470,1800,IL-00019,MT. PROSPECT,60056,COOK,IL,24044,23494,550,23600,23500,100
11469,11470,1800,IL-00019,NAPERVILLE,60563,DUPAGE,IL,27057,17357,9700,25500,15900,9600
11469,11470,1800,IL-00019,NILES,60714,COOK,IL,1540353,1014572,525781,675100,425200,249900
11469,11470,1800,IL-00019,NORTH AURORA,60542,KANE,IL,30345,18240,12105,0,0,0
11469,11470,1800,IL-00019,NORTH RIVERSDIE,60546,COOK,IL,14931,12511,2420,14000,12000,2000
11469,11470,1800,IL-00019,NORTH RIVERSIDE,60546,COOK,IL,21655,11205,10450,0,0,0
11469,11470,1800,IL-00019,NORTHBROOK,60062,COOK,IL,189524,102914,86610,70300,33700,36600
11469,11470,1800,IL-00019,NORTHFIELD,60093,COOK,IL,640431,529631,110800,463400,364600,98800
11469,11470,1800,IL-00019,NORTHLAKE,60164,COOK,IL,79787,52912,26875,0,0,0
11469,11470,1800,IL-00019,NORTHWOODS,60185,DUPAGE,IL,25962,25412,550,25800,25300,500
11469,11470,1800,IL-00019,NORWOOD PARK,60656,COOK,IL,27733,16883,10850,27100,16200,10900
11469,11470,1800,IL-00019,OAK FOREST,60452,COOK,IL,71790,54140,17650,38400,38400,0
11469,11470,1800,IL-00019,OAK LAWN,60453,COOK,IL,67229,48014,19215,44700,32300,12400
11469,11470,1800,IL-00019,OAK PARK,60302,COOK,IL,52446,24421,28025,14000,7200,6800
11469,11470,1800,IL-00019,OAK PARK,60304,COOK,IL,47797,39597,8200,41100,32900,8200
11469,11470,1800,IL-00019,OGLESBY,61348,LA SALLE,IL,22268,13530,8738,0,0,0
11469,11470,1800,IL-00019,OLYMPIA FIELDS,60461,COOK,IL,99289,79039,20250,50000,29700,20300
11469,11470,1800,IL-00019,OTTAWA,61350,LA SALLE,IL,244405,190200,54205,74900,35800,39100
11469,11470,1800,IL-00019,PALATINE,60067,COOK,IL,168048,157223,10825,55200,51400,3800
11469,11470,1800,IL-00019,PALATINE,60074,COOK,IL,16368,16368,0,6800,6800,0
11469,11470,1800,IL-00019,PARK FOREST,60466,COOK,IL,115701,98371,17330,59900,52000,7900
11469,11470,1800,IL-00019,PARK RIDGE,60068,COOK,IL,1610091,1077191,532900,791200,541000,250200
11469,11470,1800,IL-00019,PEORIA,61603,PEORIA,IL,116530,71625,44905,87000,46100,40900
11469,11470,1800,IL-00019,PEORIA,61604,PEORIA,IL,66491,44986,21505,28000,26000,2000
11469,11470,1800,IL-00019,PEORIA,61605,PEORIA,IL,1065,1065,0,0,0,0
11469,11470,1800,IL-00019,PEORIA,61614,PEORIA,IL,45780,36725,9055,12000,10800,1200
11469,11470,1800,IL-00019,PEORIA,61615,PEORIA,IL,19714,19414,300,1000,700,300
11469,11470,1800,IL-00019,PEOTONE,60468,WILL,IL,34147,26647,7500,14000,11700,2300
11469,11470,1800,IL-00019,PHOENIX,60426,COOK,IL,86697,61497,25200,25000,13800,11200
11469,11470,1800,IL-00019,PLAINFIELD,60544,WILL,IL,180746,101421,79325,31100,15800,15300
11469,11470,1800,IL-00019,PLAINFIELD,60586,WILL,IL,58502,33527,24975,13800,700,13100
11469,11470,1800,IL-00019,POSEN,60469,COOK,IL,29206,12446,16760,13800,4000,9800
11469,11470,1800,IL-00019,PROSPECT HEIGHTS,60070,COOK,IL,37890,35440,2450,21600,19200,2400
11469,11470,1800,IL-00019,RICHTON PARK,60471,COOK,IL,197951,110741,87210,84300,45300,39000
11469,11470,1800,IL-00019,RIVER FOREST,60305,COOK,IL,304694,226044,78650,170600,117500,53100
11469,11470,1800,IL-00019,RIVER GROVE,60171,COOK,IL,421298,280703,140595,180200,111200,69000
11469,11470,1800,IL-00019,RIVERDALE,60827,COOK,IL,288713,206273,82440,98000,59600,38400
11469,11470,1800,IL-00019,RIVERGROVE,60171,COOK,IL,13450,0,13450,0,0,0
11469,11470,1800,IL-00019,RIVERSIDE,60546,COOK,IL,494334,248643,245691,70200,35900,34300
11469,11470,1800,IL-00019,ROANOKE,61561,WOODFORD,IL,33881,28531,5350,22500,17200,5300
11469,11470,1800,IL-00019,ROBBINS,60472,COOK,IL,80786,63336,17450,19200,19200,0
11469,11470,1800,IL-00019,ROLLING MEADOWS,60008,COOK,IL,88647,49397,39250,10000,10000,0
11469,11470,1800,IL-00019,ROME,61562,PEORIA,IL,28296,18221,10075,0,0,0
11469,11470,1800,IL-00019,ROSELLE,60172,COOK,IL,73845,44845,29000,58500,29500,29000
11469,11470,1800,IL-00019,ROSELLE,60172,DUPAGE,IL,155607,93732,61875,21600,14300,7300
11469,11470,1800,IL-00019,SAINT CHARLES,60174,KANE,IL,233114,173689,59425,27800,8700,19100
11469,11470,1800,IL-00019,SAINT CHARLES,60175,KANE,IL,132962,97862,35100,35100,0,35100
11469,11470,1800,IL-00019,SANDWICH,60556,DEKALB,IL,17042,12367,4675,0,0,0
11469,11470,1800,IL-00019,SAUK VILLAGE,60411,COOK,IL,19109,14009,5100,18200,13600,4600
11469,11470,1800,IL-00019,SCHAUMBURG,60193,COOK,IL,89260,60251,29009,40600,25600,15000
11469,11470,1800,IL-00019,SCHILLER PARK,60176,COOK,IL,286916,179421,107495,97900,56800,41100
11469,11470,1800,IL-00019,SHERIDAN,60551,LA SALLE,IL,389804,307504,82300,23900,0,23900
11469,11470,1800,IL-00019,SKOKIE,60076,COOK,IL,1115298,714169,401129,455000,270000,181900
11469,11470,1800,IL-00019,SKOKIE,60077,COOK,IL,480537,315127,165410,321400,198300,123100
11469,11470,1800,IL-00019,SOUTH ELGIN,60177,KANE,IL,77916,51296,26620,67000,40300,26700
11469,11470,1800,IL-00019,SOUTH HOLLAND,60473,COOK,IL,1197287,841107,356180,470200,309800,160400
11469,11470,1800,IL-00019,ST CHARLES,60174,KANE,IL,62803,42353,20450,21800,14900,6900
11469,11470,1800,IL-00019,ST. CHARLES,60174,KANE,IL,57365,40715,16650,51400,34800,16600
11469,11470,1800,IL-00019,STEGER,60475,COOK,IL,10593,5038,5555,0,0,0
11469,11470,1800,IL-00019,STEGER,60475,WILL,IL,24942,21992,2950,0,0,0
11469,11470,1800,IL-00019,STREAMWOOD,60107,COOK,IL,33986,21236,12750,33400,20600,12800
11469,11470,1800,IL-00019,STREATOR,61364,LA SALLE,IL,34730,31730,3000,20000,17000,3000
11469,11470,1800,IL-00019,SYCAMORE,60178,DEKALB,IL,85239,54064,31175,14000,10500,3500
11469,11470,1800,IL-00019,THORNTON,60476,COOK,IL,83805,66430,17375,52400,38400,14000
11469,11470,1800,IL-00019,TINLEY PARK,60477,COOK,IL,67054,50794,16260,0,0,0
11469,11470,1800,IL-00019,TINLEY PARK,60487,WILL,IL,59487,56387,3100,0,0,0
11469,11470,1800,IL-00019,UNIVERSITY PARK,60466,COOK,IL,24277,20577,3700,13800,10100,3700
