Ï,SBA EIDL Declaration Number,FEMA Disaster Number,SBA Disaster Number,Damaged Property City Name,Damaged Property Zip Code,Damaged Property County/Parish Name,Damaged Property State Code,Total Verified Loss,Verified Loss Real Estate,Verified Loss Content,Total Approved Loan Amount,Approved Amount Real Estate,Approved Amount Content
11055,11056,1730,TX-00265,ABILENE,79601,JONES,TX,24164,22604,1560,13100,13100,0
11055,11056,1730,TX-00265,ABILENE,79602,TAYLOR,TX,9586,9586,0,9600,9600,0
11055,11056,1730,TX-00265,ABILENE,79606,TAYLOR,TX,12984,12984,0,0,0,0
11055,11056,1730,TX-00265,ADKINS,78101,BEXAR,TX,55566,55566,0,0,0,0
11055,11056,1730,TX-00265,COMFORT,78013,KENDALL,TX,95391,61158,34233,7100,7100,0
11055,11056,1730,TX-00265,DEER PARK,77536,HARRIS,TX,225789,146429,79360,10000,6700,3300
11055,11056,1730,TX-00265,HAMLIN,79520,JONES,TX,2276414,1354254,922160,694000,312400,381600
11055,11056,1730,TX-00265,HELOTES,78023,BEXAR,TX,24812,14212,10600,24600,14000,10600
11055,11056,1730,TX-00265,HOUSTON,77004,HARRIS,TX,1959,1959,0,0,0,0
11055,11056,1730,TX-00265,LA PORTE,77571,HARRIS,TX,143528,75894,67634,47100,7100,40000
11055,11056,1730,TX-00265,LAPORTE,77571,HARRIS,TX,43451,39276,4175,0,0,0
11055,11056,1730,TX-00265,MERKEL,79536,TAYLOR,TX,133097,83597,49500,0,0,0
11055,11056,1730,TX-00265,PASADENA,77505,HARRIS,TX,3835,0,3835,0,0,0
11055,11056,1730,TX-00265,PASADENA,77506,HARRIS,TX,12967,11567,1400,0,0,0
11055,11056,1730,TX-00265,SAN ANTONIO,78207,BEXAR,TX,14280,13580,700,0,0,0
11055,11056,1730,TX-00265,SAN ANTONIO,78211,BEXAR,TX,31084,10484,20600,0,0,0
11055,11056,1730,TX-00265,SAN ANTONIO,78221,BEXAR,TX,196314,120114,76200,78500,29100,49400
11055,11056,1730,TX-00265,SAN ANTONIO,78223,BEXAR,TX,15809,14409,1400,0,0,0
11055,11056,1730,TX-00265,SAN ANTONIO,78224,BEXAR,TX,39408,23358,16050,0,0,0
11055,11056,1730,TX-00265,SAN ANTONIO,78225,BEXAR,TX,11374,11374,0,8900,8900,0
11055,11056,1730,TX-00265,SAN ANTONIO,78227,BEXAR,TX,181858,113008,68850,101900,55500,46400
11055,11056,1730,TX-00265,SAN ANTONIO,78228,BEXAR,TX,24795,22795,2000,0,0,0
11055,11056,1730,TX-00265,SAN ANTONIO,78238,BEXAR,TX,21744,16875,4869,16000,11100,4900
11055,11056,1730,TX-00265,SAN ANTONIO,78242,BEXAR,TX,300157,169357,130800,101800,77000,24800
11055,11056,1730,TX-00265,SAN ANTONIO,78245,BEXAR,TX,27295,20915,6380,23100,16800,6300
11055,11056,1730,TX-00265,SAN ANTONIO,78250,BEXAR,TX,17107,15607,1500,0,0,0
11055,11056,1730,TX-00265,SAN ANTONIO,78251,BEXAR,TX,29253,25003,4250,28600,24400,4200
11055,11056,1730,TX-00265,TUSCOLA,79562,TAYLOR,TX,432625,238000,194625,0,0,0
11067,11068,,FL-00028,DEERFIELD BEACH,33441,BROWARD,FL,44695,0,44695,33700,0,33700
11076,11077,,TX-00267,BEAUMONT,77701,JEFFERSON,TX,16073,15748,325,16200,15900,300
11076,11077,,TX-00267,BEAUMONT,77705,JEFFERSON,TX,79235,76435,2800,68900,66100,2800
11076,11077,,TX-00267,BEAUMONT,77708,JEFFERSON,TX,77442,54622,22820,0,0,0
11076,11077,,TX-00267,GILCHRIST,77617,GALVESTON,TX,12902,7537,5365,0,0,0
11076,11077,,TX-00267,HAMSHIRE,77622,JEFFERSON,TX,39119,39119,0,37700,37700,0
11076,11077,,TX-00267,HIGH ISLAND,77623,GALVESTON,TX,127902,111577,16325,77200,76100,1100
11076,11077,,TX-00267,MAURICEVILLE,77626,ORANGE,TX,17657,15522,2135,17700,15600,2100
11076,11077,,TX-00267,ORANGE,77630,ORANGE,TX,11856,11856,0,11900,11900,0
11076,11077,,TX-00267,ORANGE,77632,ORANGE,TX,12220,12220,0,0,0,0
11076,11077,,TX-00267,PORT ARTHUR,77640,JEFFERSON,TX,21683,21458,225,21700,21500,200
11076,11077,,TX-00267,PORT ARTHUR,77642,JEFFERSON,TX,65456,58619,6837,35600,35200,400
11076,11077,,TX-00267,PORT BOLIVAR,77650,GALVESTON,TX,48156,39256,8900,0,0,0
11076,11077,,TX-00267,VIDOR,77662,ORANGE,TX,13210,11535,1675,12600,11600,1000
11076,11077,,TX-00267,WINNIE,77665,CHAMBERS,TX,34111,28786,5325,9300,7300,2000
11079,11080,1731,CA-00074,AGUA DULCE,91390,LOS ANGELES,CA,175382,153782,21600,0,0,0
11079,11080,1731,CA-00074,ARROWBEAR,91701,SAN BERNARDINO,CA,377957,289957,88000,42800,42800,0
11079,11080,1731,CA-00074,CALABASAS,91302,LOS ANGELES,CA,3300,0,3300,0,0,0
11079,11080,1731,CA-00074,CANYON COUNTRY,91351,LOS ANGELES,CA,1460314,1181564,278750,257600,195300,62300
11079,11080,1731,CA-00074,CANYON COUNTRY,91387,LOS ANGELES,CA,26695,23225,3470,10000,10000,0
11079,11080,1731,CA-00074,CANYON COUNTRY,91390,LOS ANGELES,CA,42042,14817,27225,42100,14900,27200
11079,11080,1731,CA-00074,CARLSBAD,92009,SAN DIEGO,CA,22020,0,22020,0,0,0
11079,11080,1731,CA-00074,CARLSBAD,92010,SAN DIEGO,CA,8910,8910,0,0,0,0
11079,11080,1731,CA-00074,CASTAIC,91384,LOS ANGELES,CA,60407,47267,13140,27700,17600,10100
11079,11080,1731,CA-00074,CHATSWORTH,91311,LOS ANGELES,CA,45952,35612,10340,0,0,0
11079,11080,1731,CA-00074,CHULA VISTA,91910,SAN DIEGO,CA,16590,0,16590,16500,0,16500
11079,11080,1731,CA-00074,CRESTLINE,92325,SAN BERNARDINO,CA,6445,1495,4950,4500,0,4500
11079,11080,1731,CA-00074,DULZURA,91917,SAN DIEGO,CA,11141453,8755114,2386339,2591100,1923000,497800
11079,11080,1731,CA-00074,ENCINITAS,92024,SAN DIEGO,CA,305710,254120,51590,202800,169600,33200
11079,11080,1731,CA-00074,ESCONDIDO,92025,SAN DIEGO,CA,21700316,17792884,3907432,2844500,2335800,508700
11079,11080,1731,CA-00074,ESCONDIDO,92027,SAN DIEGO,CA,5512662,4505302,1007360,1127000,831000,214600
11079,11080,1731,CA-00074,ESCONDIDO,92029,SAN DIEGO,CA,16276147,13813842,2462305,2331500,2011900,319600
11079,11080,1731,CA-00074,FALLBROOK,92028,SAN DIEGO,CA,26650187,20924924,5725263,7056200,5672100,1200000
11079,11080,1731,CA-00074,GREEN VALLEY,92341,SAN BERNARDINO,CA,256590,187890,68700,0,0,0
11079,11080,1731,CA-00074,GREEN VALLEY LAKE,92341,SAN BERNARDINO,CA,2360816,1783481,577335,538800,449700,89100
11079,11080,1731,CA-00074,IRVINE,92604,ORANGE,CA,16109,8044,8065,7900,0,7900
11079,11080,1731,CA-00074,JAMUL,91935,SAN DIEGO,CA,21097798,16889773,4208025,5335100,4092000,1043100
11079,11080,1731,CA-00074,JULIAN,92036,SAN DIEGO,CA,6910,0,6910,0,0,0
11079,11080,1731,CA-00074,LAKE ARROWHEAD,92352,SAN BERNARDINO,CA,25550786,20857161,4693625,2038700,1642600,396100
11079,11080,1731,CA-00074,LONG BEACH,90806,LOS ANGELES,CA,4000,0,4000,0,0,0
11079,11080,1731,CA-00074,MALIBU,90265,LOS ANGELES,CA,23800628,19100362,4700266,4170000,3280800,889200
11079,11080,1731,CA-00074,OCEANSIDE,92057,SAN DIEGO,CA,8480,8480,0,0,0,0
11079,11080,1731,CA-00074,ORANGE,92869,ORANGE,CA,3926,3826,100,0,0,0
11079,11080,1731,CA-00074,PALOMAR MOUNTAIN,92060,SAN DIEGO,CA,20960,0,20960,0,0,0
11079,11080,1731,CA-00074,PAUMA VALLEY,92061,SAN DIEGO,CA,5934666,4508870,1425796,1465800,1038200,427600
11079,11080,1731,CA-00074,POTRERO,91963,SAN DIEGO,CA,2587520,2210710,376810,519200,458000,61200
11079,11080,1731,CA-00074,POWAY,92064,SAN DIEGO,CA,39802921,34397296,5405625,4936800,4287600,649200
11079,11080,1731,CA-00074,RAMEMA,91943,SAN DIEGO,CA,576,0,576,0,0,0
11079,11080,1731,CA-00074,RAMONA,92065,SAN DIEGO,CA,90081371,74626957,15454414,16329900,13222300,2734000
11079,11080,1731,CA-00074,RANCHO SANTA FE,92067,SAN DIEGO,CA,10825926,9597923,1228003,1100700,1015900,84800
11079,11080,1731,CA-00074,RINCON,92061,SAN DIEGO,CA,33186,33186,0,0,0,0
11079,11080,1731,CA-00074,RINCON,92082,SAN DIEGO,CA,29350,0,29350,0,0,0
11079,11080,1731,CA-00074,RUNNING SPRINGS,92382,SAN BERNARDINO,CA,22188978,17675543,4513435,3186300,2532200,654100
11079,11080,1731,CA-00074,SAN BERNARDINO,92407,SAN BERNARDINO,CA,28791,5691,23100,28800,5700,23100
11079,11080,1731,CA-00074,SAN BERNARDINO,92411,SAN BERNARDINO,CA,23900,0,23900,23900,0,23900
11079,11080,1731,CA-00074,SAN DIEGO,92127,SAN DIEGO,CA,46792312,36878669,9913643,11052700,9335700,1717000
11079,11080,1731,CA-00074,SAN DIEGO,92128,SAN DIEGO,CA,76454426,64936590,11517836,10245000,8998700,1246300
11079,11080,1731,CA-00074,SAN DIEGO,92129,SAN DIEGO,CA,56557,42137,14420,26600,21300,5300
11079,11080,1731,CA-00074,SAN DIEGO,92131,SAN DIEGO,CA,49592,29847,19745,0,0,0
11079,11080,1731,CA-00074,SAN DIEGO,92154,SAN DIEGO,CA,22984,16029,6955,0,0,0
11079,11080,1731,CA-00074,SAN DIEGO,92165,SAN DIEGO,CA,8725,0,8725,0,0,0
11079,11080,1731,CA-00074,SAN JACINTO,92583,RIVERSIDE,CA,2,2,0,0,0,0
11079,11080,1731,CA-00074,SAN MARCOS,92069,SAN DIEGO,CA,3000,0,3000,3000,0,3000
11079,11080,1731,CA-00074,SANTA CLARITA,91351,LOS ANGELES,CA,223767,160767,63000,32600,31100,1500
11079,11080,1731,CA-00074,SANTA CLARITA,91390,LOS ANGELES,CA,878750,656515,222235,389200,327600,61600
11079,11080,1731,CA-00074,SANTA YSABEL,92070,SAN DIEGO,CA,1035622,761422,274200,46200,42700,3500
11079,11080,1731,CA-00074,SAUGUS,91390,LOS ANGELES,CA,378253,292553,85700,240000,200000,40000
11079,11080,1731,CA-00074,SILVERADO,92676,ORANGE,CA,4130406,3504571,625835,860800,759000,101800
11079,11080,1731,CA-00074,TECATE,91980,SAN DIEGO,CA,856410,627860,228550,251400,200000,51400
11079,11080,1731,CA-00074,TRABUCO CANYON,92679,ORANGE,CA,3392,0,3392,0,0,0
11079,11080,1731,CA-00074,TWIN PEAKS,92391,SAN BERNARDINO,CA,2523,2203,320,0,0,0
11079,11080,1731,CA-00074,VALLEY CENTER,92082,SAN DIEGO,CA,3800417,3123752,676665,863800,617700,246100
11079,11080,1731,CA-00074,VALLEYCENTER,92082,SAN DIEGO,CA,246091,171691,74400,173000,144700,28300
11079,11080,1731,CA-00074,YUCAIPA,92399,SAN BERNARDINO,CA,1500,0,1500,1500,0,1500
11081,11082,,CT-00009,DARIEN,06820,FAIRFIELD,CT,458291,217467,240824,190500,94200,96300
11081,11082,,CT-00009,NEW CANAAN,06840,FAIRFIELD,CT,229925,131500,98425,82000,42000,40000
11081,11082,,CT-00009,OLD GREENWICH,06870,FAIRFIELD,CT,26102,26102,0,26200,26200,0
11081,11082,,CT-00009,STAMFORD,06902,FAIRFIELD,CT,193938,104808,89130,89000,54300,34700
11081,11082,,CT-00009,STAMFORD,06905,FAIRFIELD,CT,79223,27013,52210,51200,20700,30500
11081,11082,,CT-00009,STAMFORD,06906,FAIRFIELD,CT,255619,122464,133155,92000,65800,26200
11101,11102,,PA-00015,NORRISTOWN,19401,MONTGOMERY,PA,70900,0,70900,30400,0,30400
11103,11104,,IL-00011,ALGONQUIN,60102,MCHENRY,IL,19387,10387,9000,16300,7300,9000
11103,11104,,IL-00011,BARRINGTON,60010,LAKE,IL,35757,15957,19800,30600,10800,19800
11103,11104,,IL-00011,CHICAGO,60613,COOK,IL,65860,13860,52000,53900,13900,40000
11103,11104,,IL-00011,CHICAGO,60651,COOK,IL,30903,25553,5350,27500,22200,5300
11103,11104,,IL-00011,CRYSTAL LAKE,60014,MCHENRY,IL,47285,37335,9950,45600,35600,10000
11103,11104,,IL-00011,DES PLAINES,60016,COOK,IL,215673,89573,126100,176600,69500,107100
11103,11104,,IL-00011,INVERNESS,60067,COOK,IL,55331,42381,12950,0,0,0
11103,11104,,IL-00011,MARENGO,60152,MCHENRY,IL,35972,20147,15825,0,0,0
11103,11104,,IL-00011,MCHENRY,60050,MCHENRY,IL,105404,71104,34300,66400,32100,34300
11103,11104,,IL-00011,MOUNT PROSPECT,60056,COOK,IL,31930,17380,14550,21500,10100,11400
11103,11104,,IL-00011,PALATINE,60067,COOK,IL,53050,20550,32500,47600,15300,32300
11103,11104,,IL-00011,WHEATON,60187,DUPAGE,IL,28936,23086,5850,10000,10000,0
11103,11104,,IL-00011,WILMETTE,60091,COOK,IL,269328,151078,118250,187100,110400,76700
11103,11104,,IL-00011,WONDER LAKE,60097,MCHENRY,IL,31396,22746,8650,31400,22800,8600
11103,11104,,IL-00011,WOODSTOCK,60098,MCHENRY,IL,31096,18546,12550,0,0,0
11120,11121,1732,IN-00014,CEDAR LAKE,46303,LAKE,IN,77916,55016,22900,70100,47200,22900
11120,11121,1732,IN-00014,CROWN POINT,46307,LAKE,IN,274315,154072,120243,150100,73400,76700
11120,11121,1732,IN-00014,DYER,46311,LAKE,IN,1180101,754871,425230,687100,412300,274800
11120,11121,1732,IN-00014,EAST CHICAGO,46312,LAKE,IN,84575,48875,35700,0,0,0
11120,11121,1732,IN-00014,GARY,46401,LAKE,IN,22364,22364,0,19800,19800,0
11120,11121,1732,IN-00014,GARY,46402,LAKE,IN,52224,46424,5800,4600,4600,0
11120,11121,1732,IN-00014,GARY,46403,LAKE,IN,236567,179517,57050,81500,69100,12400
11120,11121,1732,IN-00014,GARY,46404,LAKE,IN,254239,195989,58250,232400,126900,35500
11120,11121,1732,IN-00014,GARY,46406,LAKE,IN,77687,54287,23400,7500,7500,0
11120,11121,1732,IN-00014,GARY,46407,LAKE,IN,205217,126667,78550,126200,72400,43700
11120,11121,1732,IN-00014,GARY,46408,LAKE,IN,295120,232120,63000,125200,84100,41100
11120,11121,1732,IN-00014,GARY,46409,LAKE,IN,672298,403015,269283,147000,93800,53200
11120,11121,1732,IN-00014,GARY,46410,LAKE,IN,25785,15835,9950,25300,15400,9900
11120,11121,1732,IN-00014,GRIFFITH,46319,LAKE,IN,101860,58485,43375,8100,5600,2500
11120,11121,1732,IN-00014,HAMMOND,46320,LAKE,IN,441666,291626,150040,268000,185600,82400
11120,11121,1732,IN-00014,HAMMOND,46323,LAKE,IN,126212,92232,33980,73900,66200,7700
11120,11121,1732,IN-00014,HAMMOND,46324,LAKE,IN,12507,12507,0,12600,12600,0
11120,11121,1732,IN-00014,HAMMOND,46327,LAKE,IN,22287,12737,9550,21100,11600,9500
11120,11121,1732,IN-00014,HIGHLAND,46322,LAKE,IN,203998,131323,72675,126300,75800,50500
11120,11121,1732,IN-00014,HOBART,46342,LAKE,IN,858145,689805,168340,372500,293800,78700
11120,11121,1732,IN-00014,LAKE STATION,46405,LAKE,IN,138784,95934,42850,48500,27100,21400
11120,11121,1732,IN-00014,MERRILLVILLE,46410,LAKE,IN,1193095,825820,367275,622900,425900,197000
11120,11121,1732,IN-00014,MUNSTER,46321,LAKE,IN,47000,0,47000,0,0,0
11120,11121,1732,IN-00014,SAINT JOHN,46373,LAKE,IN,52590,35880,16710,44900,28200,16700
11120,11121,1732,IN-00014,SCHERERVILLE,46375,LAKE,IN,23818,20618,3200,9000,5800,3200
11120,11121,1732,IN-00014,WHITING,46394,LAKE,IN,53970,29370,24600,52900,28300,24600
11122,11123,1733,OR-00023,ASTORIA,97103,CLATSOP,OR,3389553,3075530,314023,1501200,1390400,110800
11122,11123,1733,OR-00023,BANKS,97106,WASHINGTON,OR,42700,25500,17200,0,0,0
11122,11123,1733,OR-00023,BAY CITY,97107,TILLAMOOK,OR,26429,25429,1000,10600,9900,700
11122,11123,1733,OR-00023,BEAVERTON,97008,WASHINGTON,OR,24998,24998,0,0,0,0
11122,11123,1733,OR-00023,BIRKENFELD,97016,CLATSOP,OR,264108,201033,63075,140800,123000,17800
11122,11123,1733,OR-00023,BIRKENFELD,97016,COLUMBIA,OR,325189,191059,134130,181400,104400,77000
11122,11123,1733,OR-00023,CANNON BEACH,97110,CLATSOP,OR,122120,104460,17660,69300,51600,17700
11122,11123,1733,OR-00023,CLATSKANIE,97016,COLUMBIA,OR,794878,502893,291985,195200,146200,49000
11122,11123,1733,OR-00023,CLOVERDALE,97112,TILLAMOOK,OR,218374,215574,2800,138400,136900,1500
11122,11123,1733,OR-00023,DALLAS,97338,POLK,OR,218113,137783,80330,115300,70100,45200
11122,11123,1733,OR-00023,DEER ISLAND,97054,COLUMBIA,OR,41593,38893,2700,29700,27000,2700
11122,11123,1733,OR-00023,FOREST GROVE,97116,WASHINGTON,OR,94759,85809,8950,13800,10900,2900
11122,11123,1733,OR-00023,GALES CREEK,97117,WASHINGTON,OR,8714,8714,0,0,0,0
11122,11123,1733,OR-00023,GARIBALDI,97118,TILLAMOOK,OR,60991,59266,1725,0,0,0
11122,11123,1733,OR-00023,GEARHART,97138,CLATSOP,OR,165404,157954,7450,58300,56100,2200
11122,11123,1733,OR-00023,GRAND RONDE,97347,POLK,OR,40376,40376,0,0,0,0
11122,11123,1733,OR-00023,HAMMOND,97121,CLATSOP,OR,111190,104440,6750,38800,38100,700
11122,11123,1733,OR-00023,HILLSBORO,97124,WASHINGTON,OR,11095,11095,0,0,0,0
11122,11123,1733,OR-00023,KING CITY,97224,WASHINGTON,OR,20452,12352,8100,14500,8100,6400
11122,11123,1733,OR-00023,MIST,97016,COLUMBIA,OR,413968,264240,149728,172700,126900,45800
11122,11123,1733,OR-00023,NEHALEM,97131,TILLAMOOK,OR,243170,201460,41710,136400,106600,29800
11122,11123,1733,OR-00023,OCEANSIDE,97134,TILLAMOOK,OR,21000,21000,0,0,0,0
11122,11123,1733,OR-00023,PORTLAND,97219,WASHINGTON,OR,61202,43002,18200,0,0,0
11122,11123,1733,OR-00023,PORTLAND,97229,WASHINGTON,OR,11621,8421,3200,5400,2200,3200
11122,11123,1733,OR-00023,RAINIER,97048,COLUMBIA,OR,26034,26034,0,18500,18500,0
11122,11123,1733,OR-00023,RICKREALL,97371,POLK,OR,263527,139577,123950,44900,4900,40000
11122,11123,1733,OR-00023,ROCKAWAY BEACH,97136,TILLAMOOK,OR,223815,208290,15525,20400,20400,0
11122,11123,1733,OR-00023,SAINT HELENS,97051,COLUMBIA,OR,104575,66625,37950,75300,37300,38000
11122,11123,1733,OR-00023,SALEM,97304,YAMHILL,OR,13442,13442,0,10000,10000,0
11122,11123,1733,OR-00023,SCAPPOOSE,97056,COLUMBIA,OR,36970,25975,10995,0,0,0
11122,11123,1733,OR-00023,SEASIDE,97138,CLATSOP,OR,935975,875971,60004,287800,253700,34100
11122,11123,1733,OR-00023,SHERIDAN,97378,YAMHILL,OR,75478,55998,19480,0,0,0
11122,11123,1733,OR-00023,TILLAMOOK,97141,TILLAMOOK,OR,521538,378793,142745,202200,142400,59800
11122,11123,1733,OR-00023,TOLOVANA PARK,97145,CLATSOP,OR,21233,19783,1450,10000,9000,1000
11122,11123,1733,OR-00023,VERNONIA,97064,COLUMBIA,OR,12022013,6996129,5025884,5353400,2826400,2132800
11122,11123,1733,OR-00023,WARRENTON,97146,CLATSOP,OR,361263,317211,44052,108600,101700,6900
11122,11123,1733,OR-00023,WESTPORT,97016,CLATSOP,OR,129885,119535,10350,93500,87800,5700
11122,11123,1733,OR-00023,WHEELER,97147,TILLAMOOK,OR,28524,23674,4850,18100,17200,900
11122,11123,1733,OR-00023,YAMHILL,97148,YAMHILL,OR,2575,2575,0,0,0,0
11124,11125,1734,WA-00015,ABERDEEN,98520,GRAYS HARBOR,WA,1726079,1624866,101213,573300,538600,34700
11124,11125,1734,WA-00015,ADNA,98522,LEWIS,WA,260310,177085,83225,206900,141200,65700
11124,11125,1734,WA-00015,ALLYN,98524,MASON,WA,75953,73953,2000,75500,73500,2000
11124,11125,1734,WA-00015,AMANDA PARK,98526,GRAYS HARBOR,WA,11680,11680,0,11700,11700,0
11124,11125,1734,WA-00015,AUBURN,98092,KING,WA,26158,26158,0,0,0,0
11124,11125,1734,WA-00015,BAINBRIDGE ISLAND,98110,KITSAP,WA,142069,138729,3340,54800,54800,0
11124,11125,1734,WA-00015,BAY CENTER,98527,PACIFIC,WA,140551,137551,3000,40000,40000,0
11124,11125,1734,WA-00015,BEAVER,98305,CLALLAM,WA,4171,4171,0,0,0,0
11124,11125,1734,WA-00015,BELFAIR,98528,MASON,WA,874261,771869,102392,566700,429300,59800
11124,11125,1734,WA-00015,BELLEVUE,98004,KING,WA,20369,13569,6800,20400,13600,6800
11124,11125,1734,WA-00015,BELLEVUE,98005,KING,WA,30731,30381,350,0,0,0
11124,11125,1734,WA-00015,BELLEVUE,98006,KING,WA,21924,21924,0,0,0,0
11124,11125,1734,WA-00015,BELLEVUE,98007,KING,WA,8200,0,8200,8200,0,8200
11124,11125,1734,WA-00015,BELLEVUE,98008,KING,WA,39175,36675,2500,38100,35600,2500
11124,11125,1734,WA-00015,BOTHELL,98011,KING,WA,28567,26617,1950,10000,10000,0
11124,11125,1734,WA-00015,BOTHELL,98012,SNOHOMISH,WA,11205,11205,0,0,0,0
11124,11125,1734,WA-00015,BOTHELL,98021,SNOHOMISH,WA,22003,21703,300,12700,12400,300
11124,11125,1734,WA-00015,BREMERTON,98310,KITSAP,WA,193016,190741,2275,102300,102300,0
11124,11125,1734,WA-00015,BREMERTON,98311,KITSAP,WA,143944,122094,21850,55000,45700,9300
11124,11125,1734,WA-00015,BREMERTON,98312,KITSAP,WA,936171,795941,140230,358100,309500,48600
11124,11125,1734,WA-00015,BRIER,98036,SNOHOMISH,WA,26070,23670,2400,24500,22100,2400
11124,11125,1734,WA-00015,BURIEN,98146,KING,WA,48207,45247,2960,33100,30100,3000
11124,11125,1734,WA-00015,BURIEN,98168,KING,WA,29137,26957,2180,0,0,0
11124,11125,1734,WA-00015,CATHLAMET,98612,WAHKIAKUM,WA,225050,193215,31835,0,0,0
11124,11125,1734,WA-00015,CENTRALIA,98531,LEWIS,WA,8973071,5007502,3965569,2806800,1394800,1392500
11124,11125,1734,WA-00015,CENTRALIA,98531,THURSTON,WA,103336,51636,51700,81800,41800,40000
11124,11125,1734,WA-00015,CHEHALIS,98532,LEWIS,WA,19678306,12426284,7252022,9333600,5625400,2911900
11124,11125,1734,WA-00015,CHINOOK,98614,PACIFIC,WA,12338,11639,699,10000,9500,500
11124,11125,1734,WA-00015,CINEBAR,98533,LEWIS,WA,2544,2544,0,2600,2600,0
11124,11125,1734,WA-00015,CLALLAM BAY,98326,CLALLAM,WA,33090,32481,609,32900,32500,400
11124,11125,1734,WA-00015,CLYDE HILL,98004,KING,WA,59194,53694,5500,58400,52900,5500
11124,11125,1734,WA-00015,COPALIS BEACH,98535,GRAYS HARBOR,WA,8186,7486,700,0,0,0
11124,11125,1734,WA-00015,COSMOPOLIS,98537,GRAYS HARBOR,WA,342199,311749,30450,140100,122100,18000
11124,11125,1734,WA-00015,CURTIS,98538,LEWIS,WA,1696112,1156122,539990,924300,709900,214400
11124,11125,1734,WA-00015,DOTY,98539,LEWIS,WA,340097,268482,71615,178300,137700,40600
11124,11125,1734,WA-00015,EDMONDS,98020,SNOHOMISH,WA,71075,50955,20120,20300,20100,200
11124,11125,1734,WA-00015,EDMONDS,98026,SNOHOMISH,WA,185809,136849,48960,51500,43000,8500
11124,11125,1734,WA-00015,ELMA,98541,GRAYS HARBOR,WA,382445,256290,126155,121000,60100,60900
11124,11125,1734,WA-00015,EVERETT,98203,SNOHOMISH,WA,23041,22441,600,0,0,0
11124,11125,1734,WA-00015,EVERETT,98208,SNOHOMISH,WA,38265,34065,4200,27900,24900,3000
11124,11125,1734,WA-00015,FORKS,98331,CLALLAM,WA,99253,93703,5550,51300,51300,0
11124,11125,1734,WA-00015,GALVIN,98544,LEWIS,WA,64491,42341,22150,41400,36900,4500
11124,11125,1734,WA-00015,GRAPEVIEW,98546,MASON,WA,24237,21397,2840,24200,21400,2800
11124,11125,1734,WA-00015,GRAYLAND,98547,GRAYS HARBOR,WA,256429,203229,53200,0,0,0
11124,11125,1734,WA-00015,GRAYLAND,98547,PACIFIC,WA,17360,17360,0,0,0,0
11124,11125,1734,WA-00015,GRAYS RIVER,98621,WAHKIAKUM,WA,91594,61799,29795,58900,38500,20400
11124,11125,1734,WA-00015,HOODSPORT,98548,MASON,WA,514581,406581,108000,284300,217800,66500
11124,11125,1734,WA-00015,HOQUIAM,98550,GRAYS HARBOR,WA,1302353,1239818,62535,539800,516400,23400
11124,11125,1734,WA-00015,ILWACO,98624,PACIFIC,WA,152833,140068,12765,35900,35900,0
11124,11125,1734,WA-00015,ISSAQUAH,98027,KING,WA,5211,5211,0,0,0,0
11124,11125,1734,WA-00015,KENMORE,98028,KING,WA,52452,47777,4675,41600,36900,4700
11124,11125,1734,WA-00015,KEYPORT,98345,KITSAP,WA,23630,23630,0,23700,23700,0
11124,11125,1734,WA-00015,KIRKLAND,98034,KING,WA,15758,12358,3400,0,0,0
11124,11125,1734,WA-00015,LAKE FOREST PARK,98155,KING,WA,600061,417746,182315,248100,148200,99900
11124,11125,1734,WA-00015,LEBAM,98554,PACIFIC,WA,90635,90235,400,0,0,0
11124,11125,1734,WA-00015,LILLIWAUP,98555,MASON,WA,231175,176650,54525,36600,25600,11000
11124,11125,1734,WA-00015,LONG BEACH,98631,PACIFIC,WA,114909,109159,5750,64900,59900,5000
11124,11125,1734,WA-00015,LYNNWOOD,98036,SNOHOMISH,WA,8691,8691,0,0,0,0
11124,11125,1734,WA-00015,LYNNWOOD,98037,SNOHOMISH,WA,75214,53214,22000,39200,22200,17000
11124,11125,1734,WA-00015,LYNNWOOD,98087,SNOHOMISH,WA,30825,30425,400,0,0,0
11124,11125,1734,WA-00015,MALONE,98559,GRAYS HARBOR,WA,12356,11556,800,0,0,0
11124,11125,1734,WA-00015,MCCLEARY,98557,GRAYS HARBOR,WA,9706,9706,0,0,0,0
11124,11125,1734,WA-00015,MENLO,98561,PACIFIC,WA,39132,38432,700,0,0,0
11124,11125,1734,WA-00015,MERCER ISLAND,98040,KING,WA,90049,90049,0,82100,82100,0
11124,11125,1734,WA-00015,MILL CREEK,98012,SNOHOMISH,WA,27646,26296,1350,0,0,0
11124,11125,1734,WA-00015,MOCLIPS,98562,GRAYS HARBOR,WA,19460,18410,1050,0,0,0
11124,11125,1734,WA-00015,MONROE,98272,SNOHOMISH,WA,40803,31228,9575,10000,10000,0
11124,11125,1734,WA-00015,MONTESANO,98563,GRAYS HARBOR,WA,609362,573818,35544,209000,206600,2400
11124,11125,1734,WA-00015,MONTESANO,98563,MASON,WA,33175,32675,500,27700,27200,500
11124,11125,1734,WA-00015,MOUNTLAKE TERRACE,98043,SNOHOMISH,WA,108761,85078,23683,56200,42300,13900
11124,11125,1734,WA-00015,MUKILTEO,98275,SNOHOMISH,WA,121357,98493,22864,47200,41300,5900
11124,11125,1734,WA-00015,NAPAVINE,98532,LEWIS,WA,14493,13743,750,0,0,0
