Ï,SBA EIDL Declaration Number,FEMA Disaster Number,SBA Disaster Number,Damaged Property City Name,Damaged Property Zip Code,Damaged Property County/Parish Name,Damaged Property State Code,Total Verified Loss,Verified Loss Real Estate,Verified Loss Content,Total Approved Loan Amount,Approved Amount Real Estate,Approved Amount Content
11264,11265,1763,IA-00015,BERWICK,50032,POLK,IA,10573,10573,0,9500,9500,0
11264,11265,1763,IA-00015,BETTENDORF,52722,SCOTT,IA,268952,187887,81065,115700,90700,25000
11264,11265,1763,IA-00015,BLAIRSBURG,50034,HAMILTON,IA,25247,14742,10505,20400,9900,10500
11264,11265,1763,IA-00015,BLAIRSTOWN,52209,BENTON,IA,9285,9285,0,8700,8700,0
11264,11265,1763,IA-00015,BLOOMFIELD,52537,DAVIS,IA,41018,27568,13450,18500,8600,9900
11264,11265,1763,IA-00015,BODE,50519,HUMBOLDT,IA,26451,26451,0,0,0,0
11264,11265,1763,IA-00015,BONAPARTE,52620,VAN BUREN,IA,64641,64641,0,37500,37500,0
11264,11265,1763,IA-00015,BONDURANT,50035,POLK,IA,74789,47539,27250,73500,46300,27200
11264,11265,1763,IA-00015,BOONE,50036,BOONE,IA,181482,139147,42335,59000,48700,10300
11264,11265,1763,IA-00015,BRANDON,52210,BENTON,IA,21557,11907,9650,21100,11400,9700
11264,11265,1763,IA-00015,BREMER,50677,BREMER,IA,109646,109646,0,0,0,0
11264,11265,1763,IA-00015,BRIDGEWATER,50837,ADAMS,IA,19770,16395,3375,19800,16400,3400
11264,11265,1763,IA-00015,BRISTOW,50611,BUTLER,IA,14013,12463,1550,9100,7500,1600
11264,11265,1763,IA-00015,BRITT,50423,HANCOCK,IA,41399,27264,14135,35300,22200,13100
11264,11265,1763,IA-00015,BUFFALO,52728,SCOTT,IA,77523,77373,150,0,0,0
11264,11265,1763,IA-00015,BURLINGTON,52601,DES MOINES,IA,587838,488538,99300,147400,93400,54000
11264,11265,1763,IA-00015,BUSSEY,50044,MARION,IA,145797,94597,51200,56800,35600,21200
11264,11265,1763,IA-00015,CAMBRIDGE,50046,STORY,IA,38823,29923,8900,26400,21700,4700
11264,11265,1763,IA-00015,CARLISLE,50047,WARREN,IA,47276,29901,17375,26300,25000,1300
11264,11265,1763,IA-00015,CASCADE,52033,JONES,IA,33415,33415,0,0,0,0
11264,11265,1763,IA-00015,CASTANA,51010,MONONA,IA,14081,14081,0,0,0,0
11264,11265,1763,IA-00015,CEDAR FALLS,50613,BLACK HAWK,IA,19286094,12268090,7018004,11228300,6992300,3904400
11264,11265,1763,IA-00015,CEDAR RAPIDS,52240,LINN,IA,112797,55297,57500,0,0,0
11264,11265,1763,IA-00015,CEDAR RAPIDS,52401,LINN,IA,3155134,2153340,1001794,1521000,980600,481500
11264,11265,1763,IA-00015,CEDAR RAPIDS,52402,LINN,IA,605730,490677,115053,314600,262400,52200
11264,11265,1763,IA-00015,CEDAR RAPIDS,52403,LINN,IA,5371268,3947072,1424196,2701700,1706300,695300
11264,11265,1763,IA-00015,CEDAR RAPIDS,52404,LINN,IA,43176619,27619715,15556904,22929000,12686900,8804800
11264,11265,1763,IA-00015,CEDAR RAPIDS,52405,LINN,IA,64827560,42485953,22341607,35019100,20475600,12170900
11264,11265,1763,IA-00015,CEDAR RAPIDS,52406,LINN,IA,48590,48590,0,0,0,0
11264,11265,1763,IA-00015,CEDAR RAPIDS,52408,LINN,IA,213686,164986,48700,177200,137200,40000
11264,11265,1763,IA-00015,CEDAR RAPIDS,52411,LINN,IA,136590,89690,46900,19900,14700,5200
11264,11265,1763,IA-00015,CEDARRAPIDS,52405,LINN,IA,56137,31637,24500,0,0,0
11264,11265,1763,IA-00015,CENTER JUNCTION,52212,JONES,IA,14106,11356,2750,12700,10000,2700
11264,11265,1763,IA-00015,CENTER POINT,52213,LINN,IA,292927,208922,84005,253600,177500,76100
11264,11265,1763,IA-00015,CENTRAL CITY,52214,LINN,IA,237995,216095,21900,111600,107500,4100
11264,11265,1763,IA-00015,CHARITON,50049,LUCAS,IA,36529,33979,2550,10300,8400,1900
11264,11265,1763,IA-00015,CHARLES CITY,50616,FLOYD,IA,3188314,2104835,1083479,1329000,775400,553600
11264,11265,1763,IA-00015,CHELSEA,52215,TAMA,IA,624874,418569,206305,140300,76900,63400
11264,11265,1763,IA-00015,CHESTER,52134,HOWARD,IA,3620,1970,1650,0,0,0
11264,11265,1763,IA-00015,CLARE,50524,WEBSTER,IA,5815,4565,1250,0,0,0
11264,11265,1763,IA-00015,CLARINDA,51632,PAGE,IA,135040,94815,40225,126300,73100,34300
11264,11265,1763,IA-00015,CLARION,50525,WRIGHT,IA,26459,21654,4805,0,0,0
11264,11265,1763,IA-00015,CLARKSVILLE,50619,BUTLER,IA,3207032,1963621,1243411,1824200,1018500,728200
11264,11265,1763,IA-00015,CLEAR LAKE,50428,CERRO GORDO,IA,38661,32086,6575,800,600,200
11264,11265,1763,IA-00015,CLEMONS,50051,MARSHALL,IA,25126,20426,4700,0,0,0
11264,11265,1763,IA-00015,CLERMONT,52135,FAYETTE,IA,188092,142717,45375,130200,91500,38700
11264,11265,1763,IA-00015,COLESBURG,52035,DELAWARE,IA,22175,18050,4125,14000,11600,2400
11264,11265,1763,IA-00015,COLFAX,50054,JASPER,IA,106125,84190,21935,46600,26800,19800
11264,11265,1763,IA-00015,COLUMBIA,50057,MARION,IA,49692,49692,0,0,0,0
11264,11265,1763,IA-00015,COLUMBUS JUNCTION,52738,LOUISA,IA,1050877,921297,129580,632900,532400,49100
11264,11265,1763,IA-00015,CONESVILLE,52739,LOUISA,IA,646024,541174,104850,460600,279200,54200
11264,11265,1763,IA-00015,CONESVILLE,52739,MUSCATINE,IA,320809,211434,109375,0,0,0
11264,11265,1763,IA-00015,CONRAD,50621,GRUNDY,IA,12746,12746,0,0,0,0
11264,11265,1763,IA-00015,CORALVILLE,52241,JOHNSON,IA,1811901,1170011,641890,972400,666900,305500
11264,11265,1763,IA-00015,CORNING,50841,ADAMS,IA,236037,192262,43775,108600,77700,30900
11264,11265,1763,IA-00015,CORWITH,50430,HANCOCK,IA,3866,3866,0,0,0,0
11264,11265,1763,IA-00015,COUNCIL BLUFFA,51501,POTTAWATTAMIE,IA,15400,9400,6000,0,0,0
11264,11265,1763,IA-00015,COUNCIL BLUFFS,51501,POTTAWATTAMIE,IA,227664,218489,9175,108700,104100,4600
11264,11265,1763,IA-00015,COUNCIL BLUFFS,51503,POTTAWATTAMIE,IA,65439,65439,0,25300,25300,0
11264,11265,1763,IA-00015,CRESCO,52136,HOWARD,IA,39798,30348,9450,13800,13800,0
11264,11265,1763,IA-00015,CRESCO,52136,WINNESHIEK,IA,84525,62575,21950,73700,51700,22000
11264,11265,1763,IA-00015,CRESTON,50801,ADAMS,IA,16971,15596,1375,0,0,0
11264,11265,1763,IA-00015,CRESTON,50801,UNION,IA,1538262,1249027,289235,809300,661800,135100
11264,11265,1763,IA-00015,CROMWELL,50842,UNION,IA,22621,22621,0,13600,13600,0
11264,11265,1763,IA-00015,CUMBERLAND,50843,CASS,IA,20012,20012,0,14000,14000,0
11264,11265,1763,IA-00015,DAKOTA CITY,50529,HUMBOLDT,IA,10536,7986,2550,0,0,0
11264,11265,1763,IA-00015,DALLAS,50062,MARION,IA,5265,4515,750,4700,3900,800
11264,11265,1763,IA-00015,DAVENPORT,52802,SCOTT,IA,210516,165666,44850,77200,54200,23000
11264,11265,1763,IA-00015,DAVENPORT,52803,SCOTT,IA,390800,314675,76125,191700,144300,47400
11264,11265,1763,IA-00015,DAVENPORT,52804,SCOTT,IA,64379,58054,6325,21200,15600,5600
11264,11265,1763,IA-00015,DAVENPORT,52807,SCOTT,IA,66243,37548,28695,33100,14500,18600
11264,11265,1763,IA-00015,DAVIS CITY,50065,DECATUR,IA,17277,17277,0,17300,17300,0
11264,11265,1763,IA-00015,DAYTON,50530,WEBSTER,IA,6031,5431,600,6100,5500,600
11264,11265,1763,IA-00015,DECATUR,50067,DECATUR,IA,27014,27014,0,22000,22000,0
11264,11265,1763,IA-00015,DECORAH,52101,ALLAMAKEE,IA,180186,129706,50480,26700,26700,0
11264,11265,1763,IA-00015,DECORAH,52101,WINNESHIEK,IA,1075101,764266,310835,599900,430700,169200
11264,11265,1763,IA-00015,DEFIANCE,51527,CRAWFORD,IA,33139,27439,5700,33000,27300,5700
11264,11265,1763,IA-00015,DELAWARE,52057,DELAWARE,IA,49873,49873,0,0,0,0
11264,11265,1763,IA-00015,DELHI,52223,DELAWARE,IA,90797,70502,20295,38900,29600,9300
11264,11265,1763,IA-00015,DENISON,51442,CRAWFORD,IA,346268,279893,66375,248500,214800,33700
11264,11265,1763,IA-00015,DENVER,50622,BREMER,IA,77455,52938,24517,14200,13500,700
11264,11265,1763,IA-00015,DES MOINES,50309,POLK,IA,65660,49260,16400,60300,43900,16400
11264,11265,1763,IA-00015,DES MOINES,50310,POLK,IA,407913,250323,157590,297200,164600,132600
11264,11265,1763,IA-00015,DES MOINES,50311,POLK,IA,205952,146502,59450,144200,105700,38500
11264,11265,1763,IA-00015,DES MOINES,50312,POLK,IA,290978,176146,114832,152600,90400,62200
11264,11265,1763,IA-00015,DES MOINES,50313,POLK,IA,1583074,1229346,353728,586200,395100,191100
11264,11265,1763,IA-00015,DES MOINES,50314,POLK,IA,142242,118243,23999,50400,38800,11600
11264,11265,1763,IA-00015,DES MOINES,50315,POLK,IA,720434,519389,201045,394800,291800,103000
11264,11265,1763,IA-00015,DES MOINES,50316,POLK,IA,39547,25007,14540,22100,12100,10000
11264,11265,1763,IA-00015,DES MOINES,50317,POLK,IA,338936,258156,80780,130300,101500,28800
11264,11265,1763,IA-00015,DES MOINES,50320,POLK,IA,35689,26239,9450,34600,25200,9400
11264,11265,1763,IA-00015,DES MOINES,50320,WARREN,IA,56670,41620,15050,20000,15000,5000
11264,11265,1763,IA-00015,DES MOINES,50321,POLK,IA,101483,89708,11775,85100,73300,11800
11264,11265,1763,IA-00015,DES MOINES,50322,POLK,IA,27931,27931,0,27900,27900,0
11264,11265,1763,IA-00015,DEXTER,50070,DALLAS,IA,65944,61444,4500,0,0,0
11264,11265,1763,IA-00015,DIXON,52745,SCOTT,IA,135684,133684,2000,120100,118100,2000
11264,11265,1763,IA-00015,DONAHUE,52746,SCOTT,IA,57311,30811,26500,0,0,0
11264,11265,1763,IA-00015,DORCHESTER,52140,ALLAMAKEE,IA,21975,21975,0,5800,5800,0
11264,11265,1763,IA-00015,DOUDS,52551,VAN BUREN,IA,505905,476945,28960,44900,37700,7200
11264,11265,1763,IA-00015,DOUGHERTY,50433,CERRO GORDO,IA,13265,9465,3800,0,0,0
11264,11265,1763,IA-00015,DOW CITY,51528,CRAWFORD,IA,38716,36491,2225,37000,34800,2200
11264,11265,1763,IA-00015,DOWS,50071,FRANKLIN,IA,16817,13442,3375,0,0,0
11264,11265,1763,IA-00015,DUBUQUE,52001,DUBUQUE,IA,29847,19897,9950,0,0,0
11264,11265,1763,IA-00015,DUBUQUE,52002,DUBUQUE,IA,40113,36013,4100,0,0,0
11264,11265,1763,IA-00015,DUMONT,50625,BUTLER,IA,88176,63996,24180,70200,49100,21100
11264,11265,1763,IA-00015,DUNDEE,52038,DELAWARE,IA,76035,70810,5225,38800,33700,5100
11264,11265,1763,IA-00015,DUNKERTON,50626,BLACK HAWK,IA,621883,461383,160500,292200,232300,59900
11264,11265,1763,IA-00015,DUNLAP,51529,HARRISON,IA,79614,78239,1375,51300,51300,0
11264,11265,1763,IA-00015,DYERSVILLE,52040,DELAWARE,IA,33189,33189,0,0,0,0
11264,11265,1763,IA-00015,DYERSVILLE,52040,DUBUQUE,IA,128524,116749,11775,41700,36900,4800
11264,11265,1763,IA-00015,DYSART,52224,BENTON,IA,81308,79708,1600,61300,61300,0
11264,11265,1763,IA-00015,DYSART,52224,TAMA,IA,79737,40712,39025,72300,34700,37600
11264,11265,1763,IA-00015,EAGLE GROVE,50533,WRIGHT,IA,28025,24630,3395,26200,22800,3400
11264,11265,1763,IA-00015,EARLVILLE,52041,DELAWARE,IA,46226,26256,19970,16400,5000,11400
11264,11265,1763,IA-00015,EDDYVILLE,52553,MAHASKA,IA,18008,18008,0,14000,14000,0
11264,11265,1763,IA-00015,EDDYVILLE,52553,WAPELLO,IA,67861,67751,110,130600,67800,200
11264,11265,1763,IA-00015,EDGEWOOD,52042,CLAYTON,IA,20186,20186,0,18200,18200,0
11264,11265,1763,IA-00015,EDGEWOOD,52042,DELAWARE,IA,11830,7530,4300,11000,6700,4300
11264,11265,1763,IA-00015,ELDON,52554,WAPELLO,IA,261682,196867,64815,115700,70400,45300
11264,11265,1763,IA-00015,ELDORA,50627,HARDIN,IA,22492,22492,0,12700,12700,0
11264,11265,1763,IA-00015,ELDORADO,52175,FAYETTE,IA,75810,48210,27600,57400,29800,27600
11264,11265,1763,IA-00015,ELGIN,52141,CLAYTON,IA,14567,13867,700,0,0,0
11264,11265,1763,IA-00015,ELGIN,52141,FAYETTE,IA,59354,56604,2750,45000,44000,1000
11264,11265,1763,IA-00015,ELK RUN HEIGHTS,50707,BLACK HAWK,IA,186465,128190,58275,96900,53500,43400
11264,11265,1763,IA-00015,ELK RUN HGTS,50707,BLACK HAWK,IA,27914,12964,14950,25500,12100,13400
11264,11265,1763,IA-00015,ELKADER,52043,CLAYTON,IA,1638157,1221407,416750,777600,587500,190100
11264,11265,1763,IA-00015,ELLIOTT,51532,MONTGOMERY,IA,73435,51185,22250,52600,37400,15200
11264,11265,1763,IA-00015,EMERSON,51533,MONTGOMERY,IA,6766,6516,250,0,0,0
11264,11265,1763,IA-00015,EPWORTH,52045,DUBUQUE,IA,44613,43238,1375,43000,41700,1300
11264,11265,1763,IA-00015,ESSEX,51638,PAGE,IA,150052,126602,23450,133400,109900,23500
11264,11265,1763,IA-00015,EVANSDALE,50707,BLACK HAWK,IA,1207407,835374,372033,792800,507100,247500
11264,11265,1763,IA-00015,FAIRBANK,50629,BLACK HAWK,IA,427857,314837,113020,290000,245600,44400
11264,11265,1763,IA-00015,FAIRBANK,50629,BUCHANAN,IA,105059,21859,83200,47000,5400,41600
11264,11265,1763,IA-00015,FAIRFAX,52228,LINN,IA,64853,40653,24200,14000,9700,4300
11264,11265,1763,IA-00015,FARLEY,52046,DUBUQUE,IA,63725,40145,23580,41000,26000,15000
11264,11265,1763,IA-00015,FARMINGTON,52626,LEE,IA,19990,5290,14700,19500,4800,14700
11264,11265,1763,IA-00015,FARMINGTON,52626,VAN BUREN,IA,8189,8189,0,4800,4800,0
11264,11265,1763,IA-00015,FARRAGUT,51639,FREMONT,IA,114483,72983,41500,65500,45300,20200
11264,11265,1763,IA-00015,FAYETTE,52142,FAYETTE,IA,17551,10231,7320,15500,8200,7300
11264,11265,1763,IA-00015,FERGUSON,50078,MARSHALL,IA,8269,7869,400,0,0,0
11264,11265,1763,IA-00015,FERTILE,50434,WORTH,IA,8861,8111,750,7400,6700,700
11264,11265,1763,IA-00015,FLOYD,50435,FLOYD,IA,202765,131305,71460,143400,103400,40000
11264,11265,1763,IA-00015,FORT ATKINSON,52144,FAYETTE,IA,86540,66840,19700,0,0,0
11264,11265,1763,IA-00015,FORT DODGE,50501,WEBSTER,IA,133636,106711,26925,72000,55700,16300
11264,11265,1763,IA-00015,FORT MADISON,52627,LEE,IA,11455,6205,5250,1800,0,1800
11264,11265,1763,IA-00015,FRUITLAND,52749,LOUISA,IA,12660,12060,600,0,0,0
11264,11265,1763,IA-00015,GARDEN CITY,50102,HARDIN,IA,22556,6706,15850,18900,3000,15900
11264,11265,1763,IA-00015,GARNAVILLO,52049,CLAYTON,IA,16566,16566,0,0,0,0
11264,11265,1763,IA-00015,GARNER,50438,HANCOCK,IA,569802,385388,184414,257500,149400,108100
11264,11265,1763,IA-00015,GARRISON,52229,BENTON,IA,23812,23192,620,6200,5600,600
11264,11265,1763,IA-00015,GARWIN,50632,TAMA,IA,15723,13453,2270,0,0,0
11264,11265,1763,IA-00015,GIFFORD,50259,HARDIN,IA,11896,11096,800,0,0,0
11264,11265,1763,IA-00015,GLADBROOK,50635,TAMA,IA,40495,31995,8500,40000,31500,8500
11264,11265,1763,IA-00015,GLENWOOD,51534,MILLS,IA,342709,342709,0,0,0,0
11264,11265,1763,IA-00015,GRAND JUNCTION,50107,GREENE,IA,11290,8040,3250,2900,1700,1200
11264,11265,1763,IA-00015,GREENE,50636,BUTLER,IA,785210,496515,288695,491000,247900,213700
11264,11265,1763,IA-00015,GREENFIELD,50849,ADAIR,IA,80153,71603,8550,27400,18800,8600
11264,11265,1763,IA-00015,GRIMES,50111,POLK,IA,35515,28015,7500,24600,17100,7500
11264,11265,1763,IA-00015,GRINNELL,50112,POWESHIEK,IA,6697,4897,1800,6700,4900,1800
11264,11265,1763,IA-00015,GRUNDY CENTER,50638,GRUNDY,IA,21820,15795,6025,15100,9000,6100
11264,11265,1763,IA-00015,GUTHRIE CENTER,50115,GUTHRIE,IA,20953,19453,1500,0,0,0
11264,11265,1763,IA-00015,GUTTENBERG,52052,CLAYTON,IA,5736,5736,0,0,0,0
11264,11265,1763,IA-00015,HAMBURG,51640,FREMONT,IA,14035,10200,3835,0,0,0
11264,11265,1763,IA-00015,HAMPTON,50441,FRANKLIN,IA,154402,113082,41320,71600,62000,9600
11264,11265,1763,IA-00015,HANSELL,50441,FRANKLIN,IA,30665,25440,5225,11500,7600,3900
11264,11265,1763,IA-00015,HARCOURT,50544,WEBSTER,IA,10651,9851,800,5400,4600,800
11264,11265,1763,IA-00015,HARPERS FERRY,52146,ALLAMAKEE,IA,20292,18792,1500,0,0,0
11264,11265,1763,IA-00015,HARVEY,50119,MARION,IA,41990,28890,13100,0,0,0
11264,11265,1763,IA-00015,HASTINGS,51540,MILLS,IA,69237,57862,11375,23400,21400,2000
11264,11265,1763,IA-00015,HAZLETON,50641,BUCHANAN,IA,1004413,790626,213787,328300,263500,64800
11264,11265,1763,IA-00015,HEDRICK,52563,KEOKUK,IA,92472,52847,39625,69500,31200,38300
11264,11265,1763,IA-00015,HIAWATHA,52233,LINN,IA,9078,7528,1550,8200,6600,1600
11264,11265,1763,IA-00015,HILLS,52235,JOHNSON,IA,8346,6946,1400,4200,4200,0
11264,11265,1763,IA-00015,HOLY CROSS,52053,DUBUQUE,IA,26534,17019,9515,26600,17100,9500
11264,11265,1763,IA-00015,HOMESTEAD,52236,IOWA,IA,15331,14231,1100,10600,9500,1100
11264,11265,1763,IA-00015,HOPKINTON,52237,DELAWARE,IA,72595,66405,6190,25200,23900,1300
11264,11265,1763,IA-00015,HUBBARD,50122,HARDIN,IA,5059,5059,0,5100,5100,0
11264,11265,1763,IA-00015,HUDSON,50643,BLACK HAWK,IA,69484,51059,18425,29800,17600,12200
11264,11265,1763,IA-00015,HUMBOLDT,50548,HUMBOLDT,IA,4532,4532,0,0,0,0
11264,11265,1763,IA-00015,HUMBOLDT,50548,WEBSTER,IA,90286,58411,31875,0,0,0
11264,11265,1763,IA-00015,INDEPENDENCE,50644,BUCHANAN,IA,162096,139111,22985,91800,62700,16700
11264,11265,1763,IA-00015,INDIANOLA,50125,WARREN,IA,236541,187296,49245,191300,152700,38600
11264,11265,1763,IA-00015,IOWA CITY,52240,JOHNSON,IA,2040557,1418792,621765,1270700,902500,368200
11264,11265,1763,IA-00015,IOWA CITY,52241,JOHNSON,IA,1575,0,1575,1600,0,1600
11264,11265,1763,IA-00015,IOWA CITY,52245,JOHNSON,IA,4427025,1978885,2448140,1609300,573100,1036200
11264,11265,1763,IA-00015,IOWA CITY,52246,JOHNSON,IA,9300827,5894653,3406174,4057300,2453900,1603400
11264,11265,1763,IA-00015,IOWA FALLS,50126,FRANKLIN,IA,26524,19824,6700,0,0,0
11264,11265,1763,IA-00015,IOWA FALLS,50126,HARDIN,IA,219401,156566,62835,115500,75300,40200
11264,11265,1763,IA-00015,JANESVILLE,50647,BLACK HAWK,IA,1123798,792838,330960,658200,375600,187800
11264,11265,1763,IA-00015,JANESVILLE,50647,BREMER,IA,492711,383536,109175,385800,297200,88600
11264,11265,1763,IA-00015,JEFFERSON,50129,GREENE,IA,217407,140457,76950,40200,19700,20500
11264,11265,1763,IA-00015,JESUP,50648,BUCHANAN,IA,78661,71411,7250,14600,14400,200
11264,11265,1763,IA-00015,JOHNSTON,50131,POLK,IA,22156,18156,4000,18200,14200,4000
11264,11265,1763,IA-00015,JOICE,50446,WORTH,IA,9770,7635,2135,0,0,0
11264,11265,1763,IA-00015,KEOTA,52248,KEOKUK,IA,12035,8935,3100,0,0,0
11264,11265,1763,IA-00015,KIRON,51448,CRAWFORD,IA,24481,21181,3300,0,0,0
11264,11265,1763,IA-00015,KLEMME,50449,HANCOCK,IA,24859,20049,4810,0,0,0
11264,11265,1763,IA-00015,KNOXVILLE,50138,MARION,IA,306725,297025,9700,159300,150300,9000
11264,11265,1763,IA-00015,LA PORTE CITY,50651,BENTON,IA,115243,67493,47750,0,0,0
11264,11265,1763,IA-00015,LA PORTE CITY,50651,BLACK HAWK,IA,1713191,1195211,517980,999500,603800,293200
11264,11265,1763,IA-00015,LACONA,50139,WARREN,IA,5471,5471,0,0,0,0
11264,11265,1763,IA-00015,LAMONI,50140,DECATUR,IA,78586,77786,800,45900,45900,0
11264,11265,1763,IA-00015,LAMONT,50650,BUCHANAN,IA,741008,454878,286130,422500,287200,135300
11264,11265,1763,IA-00015,LAWLER,52154,CHICKASAW,IA,72601,49016,23585,67800,44300,23500
11264,11265,1763,IA-00015,LE CLAIRE,52753,SCOTT,IA,32035,32035,0,24100,24100,0
11264,11265,1763,IA-00015,LE GRAND,50142,MARSHALL,IA,11016,11016,0,11100,11100,0
11264,11265,1763,IA-00015,LEIGHTON,50143,MAHASKA,IA,26465,23665,2800,14000,14000,0
11264,11265,1763,IA-00015,LEON,50144,DECATUR,IA,69402,67623,1779,55200,53500,1700
11264,11265,1763,IA-00015,LETTS,52754,LOUISA,IA,68209,58134,10075,0,0,0
11264,11265,1763,IA-00015,LISBON,52253,LINN,IA,8847,6847,2000,8200,6200,2000
11264,11265,1763,IA-00015,LOGAN,51546,HARRISON,IA,6925,6085,840,3700,2900,800
11264,11265,1763,IA-00015,LONE TREE,52755,JOHNSON,IA,121368,91918,29450,120400,91000,29400
11264,11265,1763,IA-00015,LONE TREE,52755,LOUISA,IA,34540,20965,13575,0,0,0
11264,11265,1763,IA-00015,LONG GROVE,52756,SCOTT,IA,186464,171034,15430,34500,22700,11800
11264,11265,1763,IA-00015,LORIMOR,50149,UNION,IA,19555,16640,2915,15900,13000,2900
11264,11265,1763,IA-00015,LOVILIA,50150,MONROE,IA,72722,69522,3200,120300,63100,3200
11264,11265,1763,IA-00015,LUCAS,50151,LUCAS,IA,34078,34078,0,0,0,0
11264,11265,1763,IA-00015,MADRID,50156,BOONE,IA,48378,47578,800,15200,15200,0
11264,11265,1763,IA-00015,MALVERN,51551,MILLS,IA,93715,88615,5100,50000,50000,0
11264,11265,1763,IA-00015,MANCHESTER,52057,DELAWARE,IA,259621,224806,34815,156000,142900,13100
11264,11265,1763,IA-00015,MANLY,50456,WORTH,IA,80861,67206,13655,44900,36400,8500
11264,11265,1763,IA-00015,MARBLE ROCK,50653,FLOYD,IA,250340,211255,39085,148500,109900,38600
11264,11265,1763,IA-00015,MARENGO,52301,IOWA,IA,34687,32112,2575,15700,14000,1700
11264,11265,1763,IA-00015,MARION,52302,LINN,IA,80707,52932,27775,53800,39300,14500
11264,11265,1763,IA-00015,MARQUETTE,52158,CLAYTON,IA,12952,6627,6325,0,0,0
11264,11265,1763,IA-00015,MARSHALLTOWN,50158,MARSHALL,IA,278683,215423,63260,102300,92300,10000
11264,11265,1763,IA-00015,MARTELLE,52305,JONES,IA,8613,8613,0,0,0,0
11264,11265,1763,IA-00015,MASON CITY,50401,CERRO GORDO,IA,5328951,3552834,1776117,2498900,1652000,846900
11264,11265,1763,IA-00015,MAXWELL,50161,STORY,IA,40763,35183,5580,28300,23500,4800
11264,11265,1763,IA-00015,MAYNARD,50655,FAYETTE,IA,11980,11980,0,9900,9900,0
11264,11265,1763,IA-00015,MEDIAPOLIS,52637,DES MOINES,IA,4678,4678,0,0,0,0
11264,11265,1763,IA-00015,MEDIAPOLIS,52637,LOUISA,IA,296143,238743,57400,278100,188500,40000
11264,11265,1763,IA-00015,MELBOURNE,50162,MARSHALL,IA,38236,37246,990,29700,29000,700
11264,11265,1763,IA-00015,MELCHER,50163,MARION,IA,51593,47193,4400,29800,29800,0
11264,11265,1763,IA-00015,MILO,50166,WARREN,IA,8188,8188,0,7400,7400,0
11264,11265,1763,IA-00015,MITCHELLVILLE,50169,POLK,IA,24525,19725,4800,24200,19400,4800
11264,11265,1763,IA-00015,MONONA,52159,CLAYTON,IA,10643,6993,3650,9400,5700,3700
11264,11265,1763,IA-00015,MONROE,50170,JASPER,IA,25292,25292,0,0,0,0
11264,11265,1763,IA-00015,MONROE,50170,MARION,IA,53473,49443,4030,0,0,0
11264,11265,1763,IA-00015,MONTEZUMA,50171,POWESHIEK,IA,28501,26981,1520,14000,12800,1200
11264,11265,1763,IA-00015,MONTICELLO,52310,JONES,IA,59945,53880,6065,45200,43300,1900
11264,11265,1763,IA-00015,MONTOUR,50173,TAMA,IA,9001,7626,1375,8400,7100,1300
11264,11265,1763,IA-00015,MONTPELIER,52759,MUSCATINE,IA,79470,63970,15500,48800,33400,15400
11264,11265,1763,IA-00015,MONTROSE,52639,LEE,IA,51338,47038,4300,9800,9800,0
11264,11265,1763,IA-00015,MORAVIA,52571,APPANOOSE,IA,12385,12385,0,10300,10300,0
11264,11265,1763,IA-00015,MOSCOW,52760,CEDAR,IA,66763,28063,38700,0,0,0
11264,11265,1763,IA-00015,MOUNT AUBURN,52313,BENTON,IA,126044,122044,4000,172100,93700,4000
11264,11265,1763,IA-00015,MOUNT AYR,50854,RINGGOLD,IA,14262,13462,800,13900,13100,800
11264,11265,1763,IA-00015,MOUNT PLEASANT,52641,HENRY,IA,13790,11765,2025,0,0,0
11264,11265,1763,IA-00015,MOUNT VERNON,52314,LINN,IA,1026450,694080,332370,506000,342400,163600
11264,11265,1763,IA-00015,MURRAY,50174,CLARKE,IA,35240,35240,0,18400,18400,0
11264,11265,1763,IA-00015,MUSCATINE,52761,LOUISA,IA,104309,99684,4625,75000,70900,4100
11264,11265,1763,IA-00015,MUSCATINE,52761,MUSCATINE,IA,1187947,817387,370560,467800,276300,174200
11264,11265,1763,IA-00015,MYSTIC,52574,APPANOOSE,IA,25021,25021,0,0,0,0
11264,11265,1763,IA-00015,NASHUA,50658,CHICKASAW,IA,179542,132067,47475,37700,27800,9900
11264,11265,1763,IA-00015,NASHUA,50658,FLOYD,IA,17764,17764,0,15500,15500,0
11264,11265,1763,IA-00015,NEVADA,50201,STORY,IA,46855,40515,6340,27300,22300,5000
11264,11265,1763,IA-00015,NEW HAMPTON,50659,CHICKASAW,IA,43382,30432,12950,19700,17500,2200
11264,11265,1763,IA-00015,NEW HARTFORD,50660,BUTLER,IA,9169552,6524934,2644618,4008500,2815000,1170100
11264,11265,1763,IA-00015,NEW LONDON,52645,HENRY,IA,32944,24644,8300,30500,22200,8300
11264,11265,1763,IA-00015,NEW VIENNA,52065,DUBUQUE,IA,11047,11047,0,0,0,0
11264,11265,1763,IA-00015,NEWHALL,52315,BENTON,IA,50773,32273,18500,35700,19300,16400
11264,11265,1763,IA-00015,NEWTON,50208,JASPER,IA,87700,81420,6280,81900,75700,6200
11264,11265,1763,IA-00015,NICHOLS,52766,MUSCATINE,IA,1482133,1053083,429050,851500,602600,248900
11264,11265,1763,IA-00015,NODAWAY,50857,ADAMS,IA,74333,62163,12170,68000,55800,12200
