SBA Physical Declaration Number,SBA EIDL Declaration Number,FEMA Disaster Number,SBA Disaster Number,Damaged Property City Name,Damaged Property Zip Code,Damaged Property County/Parish Name,Damaged Property State Code,Total Verified Loss,Verified Loss Real Estate,Verified Loss Content,Total Approved Loan Amount,Approved Amount Real Estate,Approved Amount Content
12004,12005,,PR-00007,AIBONITO,00705,AIBONITO,PR,890277,519507,370770,391700,241400,150300
12004,12005,,PR-00007,CAYEY,00736,CAYEY,PR,45938,40928,5010,13100,8100,5000
12004,12005,,PR-00007,CIDRA,00739,CIDRA,PR,27192,26572,620,0,0,0
12015,12016,,LA-00029,BOUTTE,70039,SAINT CHARLES,LA,7979,3129,4850,8000,3200,4800
12015,12016,,LA-00029,HOUMA,70364,TERREBONNE,LA,2730,0,2730,2800,0,2800
12015,12016,,LA-00029,LA PLACE,70068,ST JOHN THE BAPTIST,LA,1670,0,1670,0,0,0
12015,12016,,LA-00029,LAPLACE,70063,ST JOHN THE BAPTIST,LA,7200,0,7200,0,0,0
12015,12016,,LA-00029,LAPLACE,70068,ST JOHN THE BAPTIST,LA,3960,3960,0,0,0,0
12015,12016,,LA-00029,RACELAND,70394,LAFOURCHE,LA,128050,72012,56038,2700,0,2700
12020,12021,,MA-00024,MALDEN,02148,MIDDLESEX,MA,155604,0,155604,114900,0,114900
12027,12028,,FL-00050,STARKE,32091,BRADFORD,FL,332496,290081,42415,298400,264600,33800
12031,12032,,AR-00040,BEEBE,72012,WHITE,AR,341580,204680,136900,182700,102700,80000
12031,12032,,AR-00040,BENTON,72015,SALINE,AR,260776,198076,62700,240400,185200,55200
12031,12032,,AR-00040,DES ARC,72040,PRAIRIE,AR,41340,0,41340,0,0,0
12031,12032,,AR-00040,GRAVEL RIDGE,72076,PULASKI,AR,59276,39216,20060,91900,39300,20000
12031,12032,,AR-00040,HEBER SPRINGS,72543,CLEBURNE,AR,42983,42983,0,31700,31700,0
12031,12032,,AR-00040,JACKSONVILLE,72076,PULASKI,AR,77843,47593,30250,53900,43600,10300
12031,12032,,AR-00040,JUDSONIA,72081,WHITE,AR,153154,73954,79200,39700,18500,21200
12031,12032,,AR-00040,LITTLE ROCK,72212,PULASKI,AR,45201,43041,2160,45300,43100,2200
12031,12032,,AR-00040,LONOKE,72086,LONOKE,AR,22527,12192,10335,25900,12200,1500
12031,12032,,AR-00040,MABELVALE,72103,PULASKI,AR,9348,9348,0,9400,9400,0
12031,12032,,AR-00040,MAYFLOWER,72106,FAULKNER,AR,16810,13285,3525,0,0,0
12031,12032,,AR-00040,MC CRORY,72101,WOODRUFF,AR,7111,4657,2454,0,0,0
12031,12032,,AR-00040,MCRAE,72102,WHITE,AR,32454,32454,0,32500,32500,0
12031,12032,,AR-00040,N LITTLE ROCK,72113,PULASKI,AR,55268,32083,23185,0,0,0
12031,12032,,AR-00040,NORTH LITTLE ROCK,72114,PULASKI,AR,29145,17430,11715,26200,17500,8700
12031,12032,,AR-00040,NORTH LITTLE ROCK,72116,PULASKI,AR,64646,29596,35050,57200,22100,35100
12031,12032,,AR-00040,NORTH LITTLE ROCK,72117,PULASKI,AR,129709,79734,49975,32100,23200,8900
12031,12032,,AR-00040,NORTH LITTLE ROCK,72118,PULASKI,AR,29363,23363,6000,0,0,0
12031,12032,,AR-00040,SEARCY,72143,WHITE,AR,7209,7209,0,6200,6200,0
12031,12032,,AR-00040,SHERWOOD,72120,PULASKI,AR,41765,24560,17205,41800,24600,17200
12031,12032,,AR-00040,WILBURN,72179,CLEBURNE,AR,21553,21553,0,0,0,0
12038,12039,,CA-00150,ALTADENA,91001,LOS ANGELES,CA,7074,7074,0,7100,7100,0
12038,12039,,CA-00150,APPLE VALLEY,92307,SAN BERNARDINO,CA,32302,8932,23370,10200,9000,1200
12038,12039,,CA-00150,APPLE VALLEY,92308,SAN BERNARDINO,CA,217069,197269,19800,81300,74600,6700
12038,12039,,CA-00150,BIG BEAR CITY,92314,SAN BERNARDINO,CA,27367,22492,4875,25800,21000,4800
12038,12039,,CA-00150,BIG BEAR LAKE,92315,SAN BERNARDINO,CA,360859,309359,51500,31800,31500,300
12038,12039,,CA-00150,COSTA MESA,92626,ORANGE,CA,11352,10802,550,600,0,600
12038,12039,,CA-00150,CRESTLINE,92325,SAN BERNARDINO,CA,22831,22831,0,0,0,0
12038,12039,,CA-00150,FAWNSKIN,92333,SAN BERNARDINO,CA,1000,0,1000,0,0,0
12038,12039,,CA-00150,FULLERTON,92832,ORANGE,CA,22142,21742,400,0,0,0
12038,12039,,CA-00150,GLENDALE,91201,LOS ANGELES,CA,18306,18306,0,18400,18400,0
12038,12039,,CA-00150,GLENDALE,91206,LOS ANGELES,CA,3156,3156,0,3200,3200,0
12038,12039,,CA-00150,GLENDALE,91208,LOS ANGELES,CA,42542,42542,0,42600,42600,0
12038,12039,,CA-00150,GLENDALE,91214,LOS ANGELES,CA,23406,23406,0,23500,23500,0
12038,12039,,CA-00150,GRAND TERRACE,92313,SAN BERNARDINO,CA,3687,1737,1950,0,0,0
12038,12039,,CA-00150,HESPERIA,92344,SAN BERNARDINO,CA,28658,28658,0,0,0,0
12038,12039,,CA-00150,HESPERIA,92345,SAN BERNARDINO,CA,133806,133806,0,121200,121200,0
12038,12039,,CA-00150,LA CANADA,91011,LOS ANGELES,CA,1960690,1594595,366095,397200,335800,61400
12038,12039,,CA-00150,LA CANADA FLINTRIDGE,91011,LOS ANGELES,CA,34535,31935,2600,32900,31500,1400
12038,12039,,CA-00150,LA CRESCENTA,91214,LOS ANGELES,CA,30213,30213,0,30300,30300,0
12038,12039,,CA-00150,LONG BEACH,90802,LOS ANGELES,CA,35798,10398,25400,35800,10400,25400
12038,12039,,CA-00150,LONG BEACH,90804,LOS ANGELES,CA,44888,660,44228,14900,0,14900
12038,12039,,CA-00150,LONG BEACH,90805,LOS ANGELES,CA,3000,0,3000,3000,0,3000
12038,12039,,CA-00150,LONG BEACH,90806,LOS ANGELES,CA,8096,151,7945,0,0,0
12038,12039,,CA-00150,LOS ANGELES,90046,LOS ANGELES,CA,51799,50099,1700,51900,50200,1700
12038,12039,,CA-00150,NEWPORT BEACH,92660,ORANGE,CA,40740,40740,0,37800,37800,0
12038,12039,,CA-00150,PHELAN,92371,SAN BERNARDINO,CA,14211,14211,0,14000,14000,0
12038,12039,,CA-00150,SAN CLEMENTE,92672,ORANGE,CA,85495,85495,0,85500,85500,0
12038,12039,,CA-00150,TUJUNGA,91042,LOS ANGELES,CA,30223,30223,0,0,0,0
12038,12039,,CA-00150,YUCAIPA,92399,SAN BERNARDINO,CA,122719,81369,41350,121400,81400,40000
12096,12097,1893,WV-00016,BEAVER,25813,RALEIGH,WV,777504,540321,237183,541500,384000,157500
12096,12097,1893,WV-00016,BECKLEY,25801,RALEIGH,WV,28660,26110,2550,10800,10800,0
12096,12097,1893,WV-00016,BLUEFIELD,24701,MERCER,WV,77220,69970,7250,49300,46300,3000
12096,12097,1893,WV-00016,CAMP CREEK,25820,MERCER,WV,6884,4784,2100,0,0,0
12096,12097,1893,WV-00016,CHARLESTON,25302,KANAWHA,WV,51221,31326,19895,19300,15600,3700
12096,12097,1893,WV-00016,CHARLESTON,25306,KANAWHA,WV,59667,28442,31225,41300,12600,28700
12096,12097,1893,WV-00016,COAL CITY,25823,RALEIGH,WV,63925,47975,15950,5500,5500,0
12096,12097,1893,WV-00016,COOL RIDGE,25825,RALEIGH,WV,30113,23413,6700,19900,16500,3400
12096,12097,1893,WV-00016,CRAB ORCHARD,25827,RALEIGH,WV,19144,19144,0,18300,18300,0
12096,12097,1893,WV-00016,DANIELS,25832,RALEIGH,WV,29238,24488,4750,19700,15000,4700
12096,12097,1893,WV-00016,DAWSON,24910,GREENBRIER,WV,8841,8841,0,8900,8900,0
12096,12097,1893,WV-00016,ELKVIEW,25071,KANAWHA,WV,12912,12412,500,11000,10500,500
12096,12097,1893,WV-00016,FAIRDALE,25839,RALEIGH,WV,53759,53759,0,0,0,0
12096,12097,1893,WV-00016,GLEN JEAN,25846,FAYETTE,WV,89951,62251,27700,1500,0,1500
12096,12097,1893,WV-00016,GLEN MORGAN,25813,RALEIGH,WV,76294,46105,30189,28500,28500,0
12096,12097,1893,WV-00016,KEGLEY,24731,MERCER,WV,21196,20796,400,0,0,0
12096,12097,1893,WV-00016,KELLYSVILLE,24732,MERCER,WV,3864,3864,0,3900,3900,0
12096,12097,1893,WV-00016,KENNA,25248,KANAWHA,WV,24315,24315,0,20900,20900,0
12096,12097,1893,WV-00016,LANARK,25860,RALEIGH,WV,2158,2158,0,1100,1100,0
12096,12097,1893,WV-00016,LASHMEET,24733,MERCER,WV,20982,20982,0,19800,19800,0
12096,12097,1893,WV-00016,MABSCOTT,25871,RALEIGH,WV,99281,79721,19560,24500,10500,14000
12096,12097,1893,WV-00016,MATOAKA,24736,MERCER,WV,40706,40706,0,27500,27500,0
12096,12097,1893,WV-00016,MOUNT HOPE,25880,FAYETTE,WV,54231,37896,16335,12900,1600,11300
12096,12097,1893,WV-00016,MOUNT HOPE,25880,RALEIGH,WV,21772,18747,3025,6400,3300,3100
12096,12097,1893,WV-00016,MT HOPE,25880,FAYETTE,WV,55479,29204,26275,10200,5600,4600
12096,12097,1893,WV-00016,OAK HILL,25901,FAYETTE,WV,34277,30627,3650,0,0,0
12096,12097,1893,WV-00016,ODD,25902,RALEIGH,WV,12698,12698,0,11200,11200,0
12096,12097,1893,WV-00016,PAX,25904,FAYETTE,WV,89289,47721,41568,12700,0,12700
12096,12097,1893,WV-00016,PEMBERTON,25823,RALEIGH,WV,18111,17611,500,17000,16500,500
12096,12097,1893,WV-00016,PINEY VIEW,25906,RALEIGH,WV,14767,14017,750,14000,14000,0
12096,12097,1893,WV-00016,PRATT,25162,KANAWHA,WV,196329,118904,77425,135300,79500,55800
12096,12097,1893,WV-00016,PRINCETON,24740,MERCER,WV,476935,421315,55620,65000,48100,16900
12096,12097,1893,WV-00016,PRINCEWICK,25908,RALEIGH,WV,24073,22968,1105,0,0,0
12096,12097,1893,WV-00016,RAINELLE,25962,FAYETTE,WV,18842,18842,0,0,0,0
12096,12097,1893,WV-00016,RAINELLE,25962,GREENBRIER,WV,116686,84116,32570,43700,27600,16100
12096,12097,1893,WV-00016,REDSTAR,25914,FAYETTE,WV,8811,8511,300,0,0,0
12096,12097,1893,WV-00016,RHODELL,25915,RALEIGH,WV,10094,3994,6100,9200,3100,6100
12096,12097,1893,WV-00016,ROCK,24747,MERCER,WV,18721,14751,3970,11200,7300,3900
12096,12097,1893,WV-00016,SAINT ALBANS,25177,KANAWHA,WV,5392,5392,0,0,0,0
12096,12097,1893,WV-00016,SCARBRO,25917,FAYETTE,WV,53514,24314,29200,27700,8000,19700
12096,12097,1893,WV-00016,SHADY SPRING,25918,RALEIGH,WV,134114,125314,8800,42600,40500,2100
12096,12097,1893,WV-00016,SMOOT,24977,GREENBRIER,WV,8101,8101,0,0,0,0
12098,12099,1894,RI-00006,ASHAWAY,02804,WASHINGTON,RI,496042,312192,183850,329200,195500,133700
12098,12099,1894,RI-00006,BARRINGTON,02806,BRISTOL,RI,1118867,891719,227148,548100,454900,92100
12098,12099,1894,RI-00006,BRADFORD,02808,WASHINGTON,RI,275336,208186,67150,215300,168900,46400
12098,12099,1894,RI-00006,BRISTOL,02809,BRISTOL,RI,1199691,876889,322802,656100,489800,166300
12098,12099,1894,RI-00006,BRISTOL,02809,PROVIDENCE,RI,14988,11288,3700,12700,9000,3700
12098,12099,1894,RI-00006,BRISTOL,02809,WASHINGTON,RI,22177,22177,0,0,0,0
12098,12099,1894,RI-00006,CAROLINA,02812,WASHINGTON,RI,97895,83545,14350,29900,20200,9700
12098,12099,1894,RI-00006,CENTRAL FALLS,02863,PROVIDENCE,RI,31687,29637,2050,5600,5000,600
12098,12099,1894,RI-00006,CHARLESTOWN,02813,WASHINGTON,RI,480685,353904,126781,160400,104900,55500
12098,12099,1894,RI-00006,CHEPACHET,02814,PROVIDENCE,RI,89755,75655,14100,19900,18900,1000
12098,12099,1894,RI-00006,CLAYVILLE,02815,PROVIDENCE,RI,17216,13716,3500,17300,13800,3500
12098,12099,1894,RI-00006,COVENTRY,02816,KENT,RI,5893973,4286594,1607379,3084800,2214900,869900
12098,12099,1894,RI-00006,CRANSTON,02886,KENT,RI,57145,35770,21375,0,0,0
12098,12099,1894,RI-00006,CRANSTON,02905,PROVIDENCE,RI,392384,295091,97293,125300,104100,21200
12098,12099,1894,RI-00006,CRANSTON,02907,PROVIDENCE,RI,4855,4855,0,0,0,0
12098,12099,1894,RI-00006,CRANSTON,02910,KENT,RI,500,0,500,0,0,0
12098,12099,1894,RI-00006,CRANSTON,02910,PROVIDENCE,RI,4142949,2314152,1828797,1579200,673800,901900
12098,12099,1894,RI-00006,CRANSTON,02910,WASHINGTON,RI,63441,46441,17000,57300,40300,17000
12098,12099,1894,RI-00006,CRANSTON,02917,PROVIDENCE,RI,60411,12411,48000,52500,12500,40000
12098,12099,1894,RI-00006,CRANSTON,02920,KENT,RI,255177,184517,70660,132200,108300,23900
12098,12099,1894,RI-00006,CRANSTON,02920,PROVIDENCE,RI,2752817,1932973,819844,1528700,1070400,458300
12098,12099,1894,RI-00006,CRANSTON,02920,WASHINGTON,RI,9082,6697,2385,8800,6500,2300
12098,12099,1894,RI-00006,CRANSTON,02921,KENT,RI,139944,121124,18820,38100,37900,200
12098,12099,1894,RI-00006,CRANSTON,02921,PROVIDENCE,RI,920278,680483,239795,353000,255700,92300
12098,12099,1894,RI-00006,CUMBERLAND,02864,PROVIDENCE,RI,1267003,945903,321100,781500,558700,222800
12098,12099,1894,RI-00006,E GREENWICH,02818,KENT,RI,32532,31032,1500,0,0,0
12098,12099,1894,RI-00006,E PROVIDENCE,02914,PROVIDENCE,RI,18966,13266,5700,0,0,0
12098,12099,1894,RI-00006,E. GREENWICH,02818,KENT,RI,18268,11068,7200,18300,11100,7200
12098,12099,1894,RI-00006,EAST GREENWICH,02818,KENT,RI,2006736,1506391,500345,1116400,816900,298200
12098,12099,1894,RI-00006,EAST PROVIDENCE,02914,BRISTOL,RI,9643,6393,3250,8600,5300,3300
12098,12099,1894,RI-00006,EAST PROVIDENCE,02914,PROVIDENCE,RI,587851,409881,177970,375200,265600,109600
12098,12099,1894,RI-00006,EAST PROVIDENCE,02915,PROVIDENCE,RI,36495,13793,22702,17000,0,17000
12098,12099,1894,RI-00006,EAST PROVIDENCE,02916,PROVIDENCE,RI,29084,20084,9000,14000,11000,3000
12098,12099,1894,RI-00006,EASTPROVIDENCE,02914,PROVIDENCE,RI,4236,3436,800,4300,3500,800
12098,12099,1894,RI-00006,EXETER,02822,WASHINGTON,RI,626760,493715,133045,394900,293800,101100
12098,12099,1894,RI-00006,EXETER,02882,WASHINGTON,RI,8418,6868,1550,8000,6500,1500
12098,12099,1894,RI-00006,FOSTER,02825,PROVIDENCE,RI,118528,81278,37250,80000,52300,27700
12098,12099,1894,RI-00006,GLOCESTER,02814,PROVIDENCE,RI,80671,65171,15500,66000,50600,15400
12098,12099,1894,RI-00006,GREENE,02827,KENT,RI,148492,117192,31300,65600,55300,10300
12098,12099,1894,RI-00006,GREENVILLE,02828,PROVIDENCE,RI,576228,446423,129805,412600,322200,90400
12098,12099,1894,RI-00006,HARRISVILLE,02830,PROVIDENCE,RI,140792,127467,13325,96700,86300,10400
12098,12099,1894,RI-00006,HOPE,02831,KENT,RI,151692,129787,21905,20000,14300,5700
12098,12099,1894,RI-00006,HOPE,02831,PROVIDENCE,RI,540568,401193,139375,263200,187700,75500
12098,12099,1894,RI-00006,HOPE VALLEY,02832,WASHINGTON,RI,870048,571998,298050,529800,355500,174300
